METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
BaseLine;8;Tell me what this machine does with the word 11000.;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];-1;-1;False;{'user_input': 'Tell me what this machine does with the word 11000.', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.4, 0.7, 0.5, 1.0]
BaseLine;9;Which states in this picture are accepting ones?;The state q0 exists.;['simbolo-q0'];-1;-1;False;{'user_input': 'Which states in this picture are accepting ones?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.9, 0.9, 1.0, 1.0]
BaseLine;10;From which state does the automaton start its run?;The initial state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'From which state does the automaton start its run?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;11;Is this automaton supposed to be deterministic or not?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];-1;-1;False;{'user_input': 'Is this automaton supposed to be deterministic or not?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};[0.1, 0.2, 0.2, 1.0]
BaseLine;12;What is the smallest alphabet that fits the transitions you show?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What is the smallest alphabet that fits the transitions you show?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;13;Show me every transition that leaves state q3.;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];-1;-1;False;{'user_input': 'Show me every transition that leaves state q3.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[0.2, 0.3, 0.5, 0.2]
BaseLine;14;How many different states appear in this diagram?;This automaton has 5 states;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'How many different states appear in this diagram?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;15;What word makes the automaton end exactly where it began?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'What word makes the automaton end exactly where it began?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.2, 0.0, 0.3]
BaseLine;16;Does this machine accept any word that has three zeros in a row?;Could you be more specific?;[];-1;-1;False;{'user_input': 'Does this machine accept any word that has three zeros in a row?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': 'three zeros'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;17;Explain what language this automaton is intended to recognize.;Could you be more specific?;[];-1;-1;False;{'user_input': 'Explain what language this automaton is intended to recognize.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;18;Which state has the largest number of arrows connected to it?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Which state has the largest number of arrows connected to it?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.2, 0.0, 0.8]
BaseLine;19;Is there any state here that has no outgoing arrows at all?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Is there any state here that has no outgoing arrows at all?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithoutTransitions': '?'}};[0.0, 0.2, 0.0, 0.3]
BaseLine;20;What kind of pattern in the input is this automaton checking for?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What kind of pattern in the input is this automaton checking for?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;21;Can q2 jump straight to q4 on any input?;the transition is not defined.;[];-1;-1;False;{'user_input': 'Can q2 jump straight to q4 on any input?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
BaseLine;22;Tell me the label on the arrow from q1 to q2.;the transition is not defined.;[];-1;-1;False;{'user_input': 'Tell me the label on the arrow from q1 to q2.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
BaseLine;23;Which states count as final in this machine?;The final state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'Which states count as final in this machine?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;24;From q0, what word sends me back to q0 using only the shown arrows?;the transition is not defined.;[];-1;-1;False;{'user_input': 'From q0, what word sends me back to q0 using only the shown arrows?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q0', '?']]}};[0.0, 0.2, 0.0, 1.0]
BaseLine;25;Explain what language this automaton accepts.;Could you be more specific?;[];-1;-1;False;{'user_input': 'Explain what language this automaton accepts.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;26;Is this automaton deterministic or something else?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];-1;-1;False;{'user_input': 'Is this automaton deterministic or something else?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'automatonType': '?'}};[0.1, 0.4, 0.2, 1.0]
BaseLine;27;What is the starting state called in this picture?;The initial state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'What is the starting state called in this picture?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;28;How many arrows in total leave all the states together?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];-1;-1;False;{'user_input': 'How many arrows in total leave all the states together?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;29;Give me one example of an input that this automaton rejects.;Could you be more specific?;[];-1;-1;False;{'user_input': 'Give me one example of an input that this automaton rejects.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;30;Does the alphabet here include any symbol besides 0 and 1?;Could you be more specific?;[];-1;-1;False;{'user_input': 'Does the alphabet here include any symbol besides 0 and 1?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '0'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;31;Show me every state that can be reached from q0 by exactly two steps.;There is no transition between q0 and q0.;[];-1;-1;False;{'user_input': 'Show me every state that can be reached from q0 by exactly two steps.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.0, 0.2, 0.0, 1.0]
BaseLine;32;What is the purpose of marking q0 as both initial and final?;The final state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'What is the purpose of marking q0 as both initial and final?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialStates': 'q0', 'finalStates': 'q0'}};[0.1, 0.2, 0.1, 0.8]
BaseLine;33;Tell me the full list of transitions shown in the drawing.;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];-1;-1;False;{'user_input': 'Tell me the full list of transitions shown in the drawing.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
BaseLine;34;Which state has the most arrows touching it in this diagram?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Which state has the most arrows touching it in this diagram?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.3, 0.0, 0.2]
BaseLine;35;What kind of pattern in the bits do these transitions seem to detect?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What kind of pattern in the bits do these transitions seem to detect?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;36;Can you show me every state that can be reached from q2?;The state q0 exists.;['simbolo-q0'];-1;-1;False;{'user_input': 'Can you show me every state that can be reached from q2?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.0, 0.1, 0.0, 0.0]
BaseLine;37;Tell me the label on the arrow that leaves q1 and goes to q2.;the transition is not defined.;[];-1;-1;False;{'user_input': 'Tell me the label on the arrow that leaves q1 and goes to q2.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
BaseLine;38;From q3, is there any way to arrive at q1 in this machine?;the transition is not defined.;[];-1;-1;False;{'user_input': 'From q3, is there any way to arrive at q1 in this machine?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q3', 'q1', '?']]}};[0.2, 0.4, 0.2, 0.9]
BaseLine;39;What is the single state that counts as both start and finish here?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'What is the single state that counts as both start and finish here?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'state': '?'}};[0.0, 0.2, 0.2, 0.5]
BaseLine;40;List the symbols that make up the alphabet of this automaton.;Could you be more specific?;[];-1;-1;False;{'user_input': 'List the symbols that make up the alphabet of this automaton.', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;41;Does this automaton accept any string at all that starts with 11?;Could you be more specific?;[];-1;-1;False;{'user_input': 'Does this automaton accept any string at all that starts with 11?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;42;Tell me whether this machine is deterministic or not.;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];-1;-1;False;{'user_input': 'Tell me whether this machine is deterministic or not.', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.4, 0.0, 1.0]
BaseLine;43;How many arrows in total are drawn between the states?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];-1;-1;False;{'user_input': 'How many arrows in total are drawn between the states?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;44;What output does the automaton give after reading the input 11000?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'What output does the automaton give after reading the input 11000?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.1, 0.2, 0.2, 0.3]
BaseLine;45;Is there any state in the picture that has no outgoing arrows?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Is there any state in the picture that has no outgoing arrows?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'stateWithNoOutgoingArrows': '?'}};[0.0, 0.2, 0.0, 0.3]
BaseLine;46;Tell me which states are final in this diagram besides q0.;The final state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'Tell me which states are final in this diagram besides q0.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[0.0, 0.2, 0.0, 0.3]
BaseLine;47;What kind of language does this automaton recognize, regular or not?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What kind of language does this automaton recognize, regular or not?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;48;What is the exact transition from q0 when the input symbol is 1?;the transition is not defined.;[];-1;-1;False;{'user_input': 'What is the exact transition from q0 when the input symbol is 1?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q0', '1']]}};[0.0, 0.2, 0.0, 1.0]
BaseLine;49;Give me the complete list of states that appear in this automaton.;The state q0 exists.;['simbolo-q0'];-1;-1;False;{'user_input': 'Give me the complete list of states that appear in this automaton.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.2, 0.3, 0.2, 0.4]
BaseLine;50;Is it possible in this picture to go directly from q2 to q4 with a single move?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];-1;-1;False;{'user_input': 'Is it possible in this picture to go directly from q2 to q4 with a single move?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'graphicInput': '?'}};[0.1, 0.4, 0.2, 1.0]
BaseLine;51;Can you tell me what happens if I start in q2 and try to end up in q4?;the transition is not defined.;[];-1;-1;False;{'user_input': 'Can you tell me what happens if I start in q2 and try to end up in q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.0, 0.2, 0.0, 1.0]
BaseLine;52;What label is written on the arrow that goes from q1 to q2?;the transition is not defined.;[];-1;-1;False;{'user_input': 'What label is written on the arrow that goes from q1 to q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.0, 0.2, 0.0, 1.0]
BaseLine;53;From which state does the automaton begin its run in this picture?;The initial state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'From which state does the automaton begin its run in this picture?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;54;Which states in this automaton count as accepting states right now?;The state q0 exists.;['simbolo-q0'];-1;-1;False;{'user_input': 'Which states in this automaton count as accepting states right now?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.9, 0.9, 1.0, 1.0]
BaseLine;55;How many different arrows between states are drawn in this diagram?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];-1;-1;False;{'user_input': 'How many different arrows between states are drawn in this diagram?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;56;Is it allowed in this automaton to stay in q0 after reading a symbol?;the transition is not defined.;[];-1;-1;False;{'user_input': 'Is it allowed in this automaton to stay in q0 after reading a symbol?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q0', 'q0', '?']]}};[0.95, 1.0, 1.0, 1.0]
BaseLine;57;Show me the full list of states that appear in the machine on the tablet.;The state q0 exists.;['simbolo-q0'];-1;-1;False;{'user_input': 'Show me the full list of states that appear in the machine on the tablet.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.2, 0.3, 0.2, 0.8]
BaseLine;58;What symbols make up the input alphabet for this automaton?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What symbols make up the input alphabet for this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;59;Does this machine accept the string 11000 when it starts in q0?;Could you be more specific?;[];-1;-1;False;{'user_input': 'Does this machine accept the string 11000 when it starts in q0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;60;How many accepting states does this automaton have altogether?;This automaton has 5 states;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'How many accepting states does this automaton have altogether?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}};[0.0, 0.2, 0.0, 0.2]
BaseLine;61;Is this automaton supposed to be deterministic or something else?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];-1;-1;False;{'user_input': 'Is this automaton supposed to be deterministic or something else?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'automatonType': '?'}};[0.1, 0.2, 0.2, 1.0]
BaseLine;62;What kind of language does this machine recognize in theory?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What kind of language does this machine recognize in theory?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;63;Which state in the picture has the largest number of arrows touching it?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Which state in the picture has the largest number of arrows touching it?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.2, 0.0, 0.9]
BaseLine;64;From which state does the arrow labeled 0 that goes back to q0 actually start?;The initial state is q0.;['simbolo-q0'];-1;-1;False;{'user_input': 'From which state does the arrow labeled 0 that goes back to q0 actually start?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q0'}};[0.0, 0.1, 0.0, 0.2]
BaseLine;65;What output should I expect from the machine after processing the input 110?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What output should I expect from the machine after processing the input 110?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'output': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;1;Is it possible to go from q2 to q4 in the automaton shown?;the transition is not defined.;[];0.2;1;False;{'user_input': 'Is it possible to go from q2 to q4 in the automaton shown?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.2, 0.9, 0.2, 1.0]
Accuracy;1;thanks, could you tell me which symbol labels the transition from this to that?;There is no transition between q2 and q4.;[];0.9;1;False;{'user_input': 'thanks, could you tell me which symbol labels the transition from this to that?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {}};[0.9, 0.9, 1.0, 1.0]
Accuracy;1;what is the label of the transition that goes from this to that?;There is no transition between q2 and q4.;[];1.0;1;False;{'user_input': 'what is the label of the transition that goes from this to that?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
