METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;3;What is the alphabet of this finite state automaton?;Could you be more specific?;[];0.0;13;False;{'user_input': 'What is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;14;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;15;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Is q0 the only final state, or are there other accepting states in this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;1;False;{'user_input': 'Is q0 the only final state, or are there other accepting states in this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'state': 'q0'}};[0.0, 0.2, 0.0, 0.3]
Accuracy;4;what information can you tell me about this in this automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;1;False;{'user_input': 'what information can you tell me about this in this automaton?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {'input': '?'}};[0.95, 0.95, 0.9, 1.0]
Accuracy;4;Hi, could you please show me information about state q0 in this finite state automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;2;False;{'user_input': 'Hi, could you please show me information about state q0 in this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': 'q0'}};[0.2, 0.3, 0.2, 0.4]
Accuracy;4;this is not correct in this automaton.;The state q0 exists.;['simbolo-q0'];0.0;3;False;{'user_input': 'this is not correct in this automaton.', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {}};[0.0, 0.1, 0.0, 0.2]
Accuracy;4;thank you for the explanation about the automaton, i understand that the only state you mentioned is q0.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;3;False;{'user_input': 'thank you for the explanation about the automaton, i understand that the only state you mentioned is q0.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'states': ['q0']}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;is the language accepted by this deterministic automaton regular or deterministic?;Could you be more specific?;[];0.1;4;False;{'user_input': 'is the language accepted by this deterministic automaton regular or deterministic?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;Can you tell me which states are present in this automaton, starting from q0?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;4;False;{'user_input': 'Can you tell me which states are present in this automaton, starting from q0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'states': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;Please set a practical question about the finite state automaton that involves the state q0.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;5;False;{'user_input': 'Please set a practical question about the finite state automaton that involves the state q0.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'state': 'q0'}};[0.1, 0.2, 0.2, 0.9]
Accuracy;4;can you tell me which states are present in this automaton, starting from q0?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;5;False;{'user_input': 'can you tell me which states are present in this automaton, starting from q0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;Does this automaton accept the input string 11000 starting from the initial state?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Does this automaton accept the input string 11000 starting from the initial state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what language is accepted by the automaton starting from this?;Could you be more specific?;[];0.0;2;False;{'user_input': 'what language is accepted by the automaton starting from this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language accepted by this automaton over the alphabet {2,4}?;Could you be more specific?;[];0.0;3;False;{'user_input': 'what is the language accepted by this automaton over the alphabet {2,4}?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': ['2', '4']}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;Which transitions of the automaton are labeled with symbols 2 and 4?;There is no transition between q0 and q0.;[];0.0;4;False;{'user_input': 'Which transitions of the automaton are labeled with symbols 2 and 4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;"Ok, I accept your turn; now please list all the transitions of this automaton for me.";There is no transition between q0 and q0.;[];0.0;5;False;"{'user_input': 'Ok, I accept your turn; now please list all the transitions of this automaton for me.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}}";[0.0, 0.1, 0.0, 1.0]
Accuracy;5;Can you explain the transitions of this finite state automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;5;False;{'user_input': 'Can you explain the transitions of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};[0.95, 0.95, 0.9, 1.0]
Accuracy;5;can you tell me what the transitions of this automaton are?;There is no transition between q0 and q0.;[];0.0;6;False;{'user_input': 'can you tell me what the transitions of this automaton are?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;Can you tell me what the transitions of this automaton are?;There is no transition between q0 and q0.;[];0.0;7;False;{'user_input': 'Can you tell me what the transitions of this automaton are?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;can you explain the transitions of this automaton?;There is no transition between q0 and q0.;[];0.1;8;False;{'user_input': 'can you explain the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[0.1, 0.1, 0.1, 1.0]
Accuracy;5;can you explain the transitions of this automaton?;There is no transition between q0 and q0.;[];0.0;9;False;{'user_input': 'can you explain the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language accepted by this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;before i go, could you tell me what is the language accepted by this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'before i go, could you tell me what is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language recognized by this automaton, in terms of the strings it accepts as output?;Could you be more specific?;[];0.0;12;False;{'user_input': 'what is the language recognized by this automaton, in terms of the strings it accepts as output?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;i meant to ask about the language recognized by this automaton for a given input string, what would the input be?;Could you be more specific?;[];0.2;13;False;{'user_input': 'i meant to ask about the language recognized by this automaton for a given input string, what would the input be?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;5;Thank you, could you please tell me what language this automaton recognizes for an input string?;Could you be more specific?;[];0.0;14;False;{'user_input': 'Thank you, could you please tell me what language this automaton recognizes for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Is it possible to go from q2 to q4 in this automaton?;There is no transition between q2 and q4.;[];0.6;0;False;{'user_input': 'Is it possible to go from q2 to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.2, 0.6, 0.2, 1.0]
Relevancy;1;In the pentagon-shaped graphical representation of this automaton, which transition leads from one state to the next?;There is no transition between q0 and q0.;[];0.1;1;False;{'user_input': 'In the pentagon-shaped graphical representation of this automaton, which transition leads from one state to the next?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Can you tell me what transitions are present in this pentagon-shaped automaton?;There is no transition between q0 and q0.;[];0.1;2;False;{'user_input': 'Can you tell me what transitions are present in this pentagon-shaped automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;can you list all the transitions of this automaton for me?;There is no transition between q0 and q0.;[];0.1;3;False;{'user_input': 'can you list all the transitions of this automaton for me?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;can you ask me a practical question about this automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.1;4;False;{'user_input': 'can you ask me a practical question about this automaton?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};[0.2, 0.1, 0.3, 1.0]
Relevancy;1;hi, i’d like to do some practical exercises on this automaton.;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.5;4;False;{'user_input': 'hi, i’d like to do some practical exercises on this automaton.', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': 'hi,i’dLikeToDo'}};[0.4, 0.5, 0.5, 1.0]
Relevancy;1;from this, what are the possible transitions in this automaton?;The state q3 exists.;['simbolo-q3'];0.1;5;False;{'user_input': 'from this, what are the possible transitions in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'transitions': []}};[0.0, 0.1, 0.0, 0.2]
