METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;2;what is the clockwise pattern of transitions in this automaton?;Could you be more specific?;[];0.0;3;False;{'user_input': 'what is the clockwise pattern of transitions in this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'clockwisePattern': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;what is the clockwise pattern of transitions in this automaton?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what is the clockwise pattern of transitions in this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': 'clockwise'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;what is the initial state of this automaton’s pattern?;The initial state is q0.;['simbolo-q0'];1.0;4;False;{'user_input': 'what is the initial state of this automaton’s pattern?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What kind of pattern does this automaton follow in its transitions, is it a clockwise pattern?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What kind of pattern does this automaton follow in its transitions, is it a clockwise pattern?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': 'clockwise'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;What is the clockwise pattern represented by this finite state automaton?;Could you be more specific?;[];0.1;6;False;{'user_input': 'What is the clockwise pattern represented by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': 'clockwise'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;2;can you tell me what pattern type this automaton follows, for example whether it is clockwise?;Could you be more specific?;[];0.1;7;False;{'user_input': 'can you tell me what pattern type this automaton follows, for example whether it is clockwise?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;2;What kind of pattern does this automaton follow in its transitions, is it a clockwise pattern?;Could you be more specific?;[];0.1;8;False;{'user_input': 'What kind of pattern does this automaton follow in its transitions, is it a clockwise pattern?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'patternType': 'clockwise'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;What strings of 0s and 1s does this automaton accept?;Could you be more specific?;[];0.0;1;False;{'user_input': 'What strings of 0s and 1s does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language recognized by this automaton for the input string?;Could you be more specific?;[];0.1;2;False;{'user_input': 'what is the language recognized by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;can you check whether the input string is accepted by the language of this finite state automaton?;Could you be more specific?;[];0.2;3;False;{'user_input': 'can you check whether the input string is accepted by the language of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;3;what input strings does this automaton accept?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language recognized by this automaton?;Could you be more specific?;[];0.0;5;False;{'user_input': 'What is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language accepted by this automaton if the initial state is unknown?;Could you be more specific?;[];0.1;6;False;{'user_input': 'what is the language accepted by this automaton if the initial state is unknown?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language recognized by this automaton?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;i accept this turn: what is the language recognized by this automaton?;Could you be more specific?;[];0.0;8;False;{'user_input': 'i accept this turn: what is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;i meant to ask about the language of this automaton in a practical way, can you help me understand its language?;Could you be more specific?;[];0.2;9;False;{'user_input': 'i meant to ask about the language of this automaton in a practical way, can you help me understand its language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'language': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;3;what is the language recognized by this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'what is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this finite state automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What are the transitions that start from state Q1 in this automaton?;the transition is not defined.;[];0.0;13;False;{'user_input': 'What are the transitions that start from state Q1 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['Q1', '?', '?']]}};[0.0, 0.2, 0.0, 1.0]
Accuracy;3;what are the transitions that start from this in this automaton?;The transition from q0 to q1 has value 1.;['simbolo-q0-q1'];0.3;14;False;{'user_input': 'what are the transitions that start from this in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'transitions': []}};[0.4, 0.6, 0.2, 1.0]
Accuracy;3;Before I say goodbye, could you remind me what the transition from Q1 is, including its destination state and input symbol?;the transition is not defined.;[];0.0;15;False;{'user_input': 'Before I say goodbye, could you remind me what the transition from Q1 is, including its destination state and input symbol?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['?', 'Q1', '?'], ['Q1', '?', '?']]}};[0.0, 0.2, 0.0, 1.0]
Accuracy;4;Is this automaton deterministic or nondeterministic?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.1;1;False;{'user_input': 'Is this automaton deterministic or nondeterministic?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': 'automatonType'}};[0.1, 0.2, 0.2, 1.0]
Accuracy;4;What type of automaton is this finite state machine?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;2;False;{'user_input': 'What type of automaton is this finite state machine?', 'intent': None, 'argument': None, 'dialogue_act': None, 'frame': {}};[0.2, 0.6, 0.3, 1.0]
Accuracy;4;what is the output of this automaton for a given input string?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the output of this automaton for a given input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'output': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;Is the language recognized by this automaton the set of all strings that are denied as output?;Could you be more specific?;[];0.1;4;False;{'user_input': 'Is the language recognized by this automaton the set of all strings that are denied as output?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;can you tell me what language is recognized by this finite state automaton for a generic input string?;Could you be more specific?;[];0.0;5;False;{'user_input': 'can you tell me what language is recognized by this finite state automaton for a generic input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What input strings does this automaton accept?;Could you be more specific?;[];0.0;6;False;{'user_input': 'What input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;what is the initial state of this automaton’s language?;The initial state is q0.;['simbolo-q0'];1.0;7;False;{'user_input': 'what is the initial state of this automaton’s language?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;What is the language recognized by this automaton?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;which state does the automaton reach after processing the input string 11000?;The state q0 exists.;['simbolo-q0'];1.0;8;False;{'user_input': 'which state does the automaton reach after processing the input string 11000?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[1.0, 0.9, 1.0, 1.0]
Accuracy;4;What is the language accepted by this automaton over the alphabet [“1”, “0”]?;Could you be more specific?;[];0.0;9;False;{'user_input': 'What is the language accepted by this automaton over the alphabet [“1”, “0”]?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;in this automaton, how many final states does the accepted language have?;MUTATION The automaton has 5 states: q0, q1, q2,;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;10;True;{'user_input': 'in this automaton, how many final states does the accepted language have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.1, 0.2, 0.1, 0.9]
Accuracy;4;How many final states does this automaton have?;MUTATION The automaton has 5 states: q0, q1, q2,;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;11;True;{'user_input': 'How many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.9]
Accuracy;4;How many final states does this automaton have?;MUTATION The automaton has 5 states: q0, q1, q2,;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;12;True;{'user_input': 'How many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.9]
Accuracy;4;How many final states does this automaton have?;MUTATION The automaton has 5 states: q0, q1, q2,;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;13;True;{'user_input': 'How many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.9]
Accuracy;5;If I start from q0 and read the input 11000, does the automaton end in an accepting state?;Could you be more specific?;[];0.0;1;False;{'user_input': 'If I start from q0 and read the input 11000, does the automaton end in an accepting state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;the string 11000 is not in the language accepted by this automaton.;Could you be more specific?;[];0.0;2;False;{'user_input': 'the string 11000 is not in the language accepted by this automaton.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language accepted by this automaton when it ends in state q1?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the language accepted by this automaton when it ends in state q1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;can you tell me what language is recognized by this automaton for the input string ?;Could you be more specific?;[];0.1;4;False;{'user_input': 'can you tell me what language is recognized by this automaton for the input string ?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;in natural language, what is the language recognized by this automaton if it has only 2 states?;Could you be more specific?;[];0.1;5;False;{'user_input': 'in natural language, what is the language recognized by this automaton if it has only 2 states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;What is the input that this automaton accepts?;Could you be more specific?;[];0.0;6;False;{'user_input': 'What is the input that this automaton accepts?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language accepted by this automaton for an input string x?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the language accepted by this automaton for an input string x?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language accepted by this automaton for the input string “?”?;Could you be more specific?;[];0.1;8;False;{'user_input': 'what is the language accepted by this automaton for the input string “?”?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;what is the language accepted by this automaton for a given input string?;Could you be more specific?;[];0.0;9;False;{'user_input': 'what is the language accepted by this automaton for a given input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;"This automaton does not accept any input string; what is its language?";Could you be more specific?;[];0.0;10;False;"{'user_input': 'This automaton does not accept any input string; what is its language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': ''}}";[0.0, 0.1, 0.0, 1.0]
Accuracy;5;can you check whether the string i’m giving as input is accepted by the language of this automaton?;Could you be more specific?;[];0.1;11;False;{'user_input': 'can you check whether the string i’m giving as input is accepted by the language of this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.2, 0.2, 0.2, 1.0]
Accuracy;5;what is the language recognized by this automaton for the input string?;Could you be more specific?;[];0.1;12;False;{'user_input': 'what is the language recognized by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;Given the automaton shown on the tablet, what state will the machine be in after processing the input 11000?;MUTATION The automaton has 5 states: q0, q1, q2,;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;13;True;{'user_input': 'Given the automaton shown on the tablet, what state will the machine be in after processing the input 11000?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.2, 0.0, 0.3]
Accuracy;5;Given the automaton shown, what is the state reached by the machine after processing the input string?;MUTATION The automaton has 5 states: q0, q1, q2,;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;14;True;{'user_input': 'Given the automaton shown, what is the state reached by the machine after processing the input string?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 0.3]
Accuracy;5;What is the language recognized by this automaton if the output is accepted?;Could you be more specific?;[];0.0;15;False;{'user_input': 'What is the language recognized by this automaton if the output is accepted?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'output': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Is it possible to go from q2 to q4 in this automaton?;there is no transition between q2 and q4.;[];0.8;0;False;{'user_input': 'Is it possible to go from q2 to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.2, 0.6, 0.2, 1.0]
Relevancy;1;before we say goodbye, could you tell me what the transition from q2 to q4 should be?;there is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'before we say goodbye, could you tell me what the transition from q2 to q4 should be?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;what is the symbol of the transition from this to that?;There is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'what is the symbol of the transition from this to that?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;In the automaton shown, what is the label of the transition from state q2 to state q4?;there is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'In the automaton shown, what is the label of the transition from state q2 to state q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;what is the label of the transition from this to that?;There is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'what is the label of the transition from this to that?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;from which state does the transition starting at q3 go, and what is its destination state?;the transition is not defined.;[];0.2;1;False;{'user_input': 'from which state does the transition starting at q3 go, and what is its destination state?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', '?', '?']]}};[0.0, 0.2, 0.0, 1.0]
Relevancy;1;does the automaton contain a this on input 0?;Could you be more specific?;[];0.3;2;False;{'user_input': 'does the automaton contain a this on input 0?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q3', '?']]}, '_raw_frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Relevancy;1;set the transition that starts from this.;There is no transition between q3 and q0.;[];0.1;3;False;{'user_input': 'set the transition that starts from this.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'transitions': []}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;"Sorry, I made a mistake about the transition; from state q3 on input 0 the automaton goes to state q4.";The transition between q3 and q4 is with value 0.;['simbolo-q3-q4'];1.0;3;False;"{'user_input': 'Sorry, I made a mistake about the transition; from state q3 on input 0 the automaton goes to state q4.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}";[1.0, 1.0, 1.0, 1.0]
Relevancy;1;what is the transition function of this automaton over the alphabet [“1”, “0”]?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.6;3;False;{'user_input': 'what is the transition function of this automaton over the alphabet [“1”, “0”]?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '1'}};[0.4, 0.6, 0.4, 0.9]
Relevancy;1;Which transitions start from state q3?;the transition is not defined.;[];0.2;4;False;{'user_input': 'Which transitions start from state q3?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', '?', '?']]}};[0.0, 0.2, 0.0, 1.0]
Relevancy;1;Can you tell me which states are included in this automaton, for example is q3 one of its states?;The state q0 exists.;['simbolo-q0'];0.3;5;False;{'user_input': 'Can you tell me which states are included in this automaton, for example is q3 one of its states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.2, 0.3, 0.2, 0.5]
Relevancy;1;what are the outgoing transitions from this?;There is no transition between q3 and q0.;[];0.1;6;False;{'user_input': 'what are the outgoing transitions from this?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'transitions': []}};[0.0, 0.1, 0.0, 1.0]
