METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;1;what is the theoretical role of this in this finite state automaton?;The state q2 exists.;['simbolo-q2'];0.1;7;False;{'user_input': 'what is the theoretical role of this in this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2']}, '_raw_frame': {'stateTheoreticalRole': '?'}};[0.1, 0.1, 0.1, 0.8]
Accuracy;1;What is the theoretical role of state q2 in this finite state automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;8;False;{'user_input': 'What is the theoretical role of state q2 in this finite state automaton?', 'intent': None, 'argument': None, 'dialogue_act': None, 'frame': {}};[0.2, 0.4, 0.3, 1.0]
Accuracy;1;the automaton is currently in this.;The state q2 exists.;['simbolo-q2'];0.2;9;False;{'user_input': 'the automaton is currently in this.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2']}, '_raw_frame': {'state': '?'}};[0.2, 0.2, 0.2, 0.2]
Accuracy;1;What is the language accepted by the automaton starting from state q2?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the language accepted by the automaton starting from state q2?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q2', 'finalStates': ['?']}};[0.0, 0.1, 0.0, 1.0]
Accuracy;1;what is the language accepted by the automaton if the initial state is q2 and the final states are unknown?;Could you be more specific?;[];0.1;11;False;{'user_input': 'what is the language accepted by the automaton if the initial state is q2 and the final states are unknown?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q2', 'finalStates': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;What is the value of the transition from q1 to q2 in this diagram?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the value of the transition from q1 to q2 in this diagram?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;what is the symbol of this in the automaton’s alphabet?;Could you be more specific?;[];0.1;1;False;{'user_input': 'what is the symbol of this in the automaton’s alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;"The transition from q1 to q2 is not labeled in the alphabet; what symbol should be on that edge?";The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.2;2;False;"{'user_input': 'The transition from q1 to q2 is not labeled in the alphabet; what symbol should be on that edge?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}";[0.9, 0.9, 1.0, 0.95]
Accuracy;2;i want to set a new practical question about the automaton’s alphabet: given this with unknown symbol, what is the missing input symbol on that transition?;Could you be more specific?;[];0.1;3;False;{'user_input': 'i want to set a new practical question about the automaton’s alphabet: given this with unknown symbol, what is the missing input symbol on that transition?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;2;Hello, in this automaton what is the transition from state q1 to state q2 with respect to the language, that is, which input symbol labels the transition [q1, q2, ?]?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;3;False;{'user_input': 'Hello, in this automaton what is the transition from state q1 to state q2 with respect to the language, that is, which input symbol labels the transition [q1, q2, ?]?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;Which language is accepted by this automaton if the transition from q1 to q2 is labeled with which input symbol?;Could you be more specific?;[];0.1;4;False;{'user_input': 'Which language is accepted by this automaton if the transition from q1 to q2 is labeled with which input symbol?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what language is recognized by the automaton that has the transitions [“q1”, “q2”, “?”]?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what language is recognized by the automaton that has the transitions [“q1”, “q2”, “?”]?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;Hi again! In this automaton with 5 states, could you tell me which input label is on the transition from q1 to q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;5;False;{'user_input': 'Hi again! In this automaton with 5 states, could you tell me which input label is on the transition from q1 to q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;In the language recognized by this automaton, what is the symbol that labels the transition from state q1 to state q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;5;False;{'user_input': 'In the language recognized by this automaton, what is the symbol that labels the transition from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What is the language accepted by the automaton for the transition from q1 to q2 with unknown input symbol?;Could you be more specific?;[];0.1;6;False;{'user_input': 'What is the language accepted by the automaton for the transition from q1 to q2 with unknown input symbol?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;can you tell me which input symbol labels this in the language of this automaton?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;6;False;{'user_input': 'can you tell me which input symbol labels this in the language of this automaton?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {}};[0.2, 0.4, 0.2, 0.8]
Accuracy;2;for the language recognized by this automaton, what is the missing input symbol on this?;Could you be more specific?;[];0.0;7;False;{'user_input': 'for the language recognized by this automaton, what is the missing input symbol on this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;Hi! In the transition from q1 to q2, what symbol from the alphabet labels that transition?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;7;False;{'user_input': 'Hi! In the transition from q1 to q2, what symbol from the alphabet labels that transition?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;which state of this automaton has the highest number of transitions?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;8;False;{'user_input': 'which state of this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'stateWithMostTransitions': '?'}};[0.0, 0.3, 0.0, 0.9]
Accuracy;2;what are the states of this automaton?;The state q0 exists.;['simbolo-q0'];0.2;9;False;{'user_input': 'what are the states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.2, 0.3, 0.2, 0.9]
Accuracy;3;Does this automaton accept the input string 11000 starting from q0?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Does this automaton accept the input string 11000 starting from q0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 0.9]
Accuracy;3;What is the transition from state Q0 to state Q1 on input symbol 1 in terms of the language recognized by this automaton?;the transition is not defined.;[];0.0;2;False;{'user_input': 'What is the transition from state Q0 to state Q1 on input symbol 1 in terms of the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['Q0', 'Q1', '1']]}};[0.0, 0.2, 0.0, 1.0]
Accuracy;3;what is the language accepted by the automaton that has this with input symbol 1?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the language accepted by the automaton that has this with input symbol 1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;The transition from Q0 to Q1 occurs with input symbol 1.;the transition is not defined.;[];0.0;4;False;{'user_input': 'The transition from Q0 to Q1 occurs with input symbol 1.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['Q0', 'Q1', '1']]}};[0.0, 0.2, 0.0, 1.0]
Accuracy;3;is there a this labeled with input symbol 1 in this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;5;False;{'user_input': 'is there a this labeled with input symbol 1 in this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['?'], 'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'states': '?'}};[0.0, 0.2, 0.0, 0.3]
Accuracy;3;what is the label of this, and how many states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.6;5;False;{'user_input': 'what is the label of this, and how many states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['?'], 'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'numberOfStates': '?', 'states': '?'}};[0.6, 0.7, 0.5, 0.9]
Accuracy;3;which state of this automaton has the highest number of transitions?;The state q0 exists.;['simbolo-q0'];0.0;6;False;{'user_input': 'which state of this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.0, 0.1, 0.0, 0.2]
Accuracy;3;"no, the states of this automaton are not clear to me yet; could you tell me what the states are?";The state q0 exists.;['simbolo-q0'];0.2;7;False;"{'user_input': 'no, the states of this automaton are not clear to me yet; could you tell me what the states are?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}";[0.2, 0.3, 0.2, 0.8]
Accuracy;3;No, I don’t understand how many states this automaton has or what they are.;This automaton has 5 states;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.9;7;False;{'user_input': 'No, I don’t understand how many states this automaton has or what they are.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?', 'states': '?'}};[0.9, 0.9, 0.5, 1.0]
Accuracy;3;are all the states of this automaton correctly identified and listed?;The state q0 exists.;['simbolo-q0'];0.1;8;False;{'user_input': 'are all the states of this automaton correctly identified and listed?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.1, 0.2, 0.2, 0.8]
Accuracy;3;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;9;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;sorry, i meant to ask about the alphabet of this automaton: what is its alphabet?;Could you be more specific?;[];0.0;11;False;{'user_input': 'sorry, i meant to ask about the alphabet of this automaton: what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;the alphabet of this automaton is [“0”, “1”].;Could you be more specific?;[];0.0;12;False;{'user_input': 'the alphabet of this automaton is [“0”, “1”].', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '0'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;13;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Is this automaton deterministic or non-deterministic based on the picture?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.1;1;False;{'user_input': 'Is this automaton deterministic or non-deterministic based on the picture?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'automatonType': 'deterministic'}};[0.1, 0.2, 0.2, 1.0]
Accuracy;4;Which state in this automaton has no outgoing transitions, for example state q3?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.0;2;False;{'user_input': 'Which state in this automaton has no outgoing transitions, for example state q3?', 'intent': None, 'argument': None, 'dialogue_act': None, 'frame': {}};[0.0, 0.2, 0.0, 1.0]
Accuracy;4;Describe all the transitions of this automaton.;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;2;False;{'user_input': 'Describe all the transitions of this automaton.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;hello, good morning!;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;2;False;{'user_input': 'hello, good morning!', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'N': 'N', 'a': 'a', 'n': 'n'}};[0.9, 0.4, 1.0, 1.0]
Accuracy;4;i think the automaton shown here is wrong.;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;3;False;{'user_input': 'i think the automaton shown here is wrong.', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'automatonType': '?'}};[0.2, 0.9, 0.3, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;4;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Hi, could you tell me what the alphabet of this finite state automaton is?;Could you be more specific?;[];0.0;5;False;{'user_input': 'Hi, could you tell me what the alphabet of this finite state automaton is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Which state in this automaton has the most transitions, is it q3?;The state q0 exists.;['simbolo-q0'];0.0;6;False;{'user_input': 'Which state in this automaton has the most transitions, is it q3?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.0, 0.1, 0.0, 0.2]
Accuracy;4;How many states are there in this automaton?;This automaton has 5 states;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;6;False;{'user_input': 'How many states are there in this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;9;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What are the final states of this automaton with alphabet {0,1}?;The final state is q0.;['simbolo-q0'];1.0;9;False;{'user_input': 'What are the final states of this automaton with alphabet {0,1}?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What kind of language does this automaton recognize, regular or non-regular?;Could you be more specific?;[];0.0;1;False;{'user_input': 'What kind of language does this automaton recognize, regular or non-regular?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;for the input string `11000`, does this automaton accept the language, i.e., is the output accepted?;Could you be more specific?;[];0.0;2;False;{'user_input': 'for the input string `11000`, does this automaton accept the language, i.e., is the output accepted?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;The language recognized by this automaton for the input `11000` is accepted.;Could you be more specific?;[];0.0;3;False;{'user_input': 'The language recognized by this automaton for the input `11000` is accepted.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 0.9]
Accuracy;5;in which language does this automaton accept exactly 2 states?;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;4;False;{'user_input': 'in which language does this automaton accept exactly 2 states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.0, 0.1, 0.0, 0.9]
Accuracy;5;could you tell me the number of states of this finite state automaton, assuming it has 2 states?;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;4;False;{'user_input': 'could you tell me the number of states of this finite state automaton, assuming it has 2 states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;to which state does the automaton transition when it goes to this?;The state q1 exists.;['simbolo-q1'];0.1;5;False;{'user_input': 'to which state does the automaton transition when it goes to this?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'transitions': []}};[0.2, 0.2, 0.2, 0.8]
Accuracy;5;could you tell me the language recognized by an automaton that has 2 states?;Could you be more specific?;[];0.2;6;False;{'user_input': 'could you tell me the language recognized by an automaton that has 2 states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;5;Can you tell me how many states an automaton has if it is defined with exactly 2 states?;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;7;False;{'user_input': 'Can you tell me how many states an automaton has if it is defined with exactly 2 states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.0, 0.1, 0.0, 0.9]
Accuracy;5;yes, i agree that there are 2 states in this automaton.;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;7;False;{'user_input': 'yes, i agree that there are 2 states in this automaton.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;could you tell me how many states the automaton has if it only contains 2 states?;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;8;False;{'user_input': 'could you tell me how many states the automaton has if it only contains 2 states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.1, 0.4, 0.1, 0.2]
Accuracy;5;how many states does this automaton have if it only includes 2 states?;The number of states is incorrect.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;9;False;{'user_input': 'how many states does this automaton have if it only includes 2 states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.1, 0.2, 0.1, 0.9]
