METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;1;the transition from q1 is q1 → q2 with input symbol 1.;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;7;False;{'user_input': 'the transition from q1 is q1 → q2 with input symbol 1.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '1']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;What is the transition that starts from state q1?;the transition is not defined.;[];0.0;8;False;{'user_input': 'What is the transition that starts from state q1?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', '?', '?']]}};[0.0, 0.2, 0.0, 1.0]
Accuracy;1;before we say goodbye, could you tell me the transition that starts from this?;The state q1 exists.;['simbolo-q1'];0.0;9;False;{'user_input': 'before we say goodbye, could you tell me the transition that starts from this?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'transitions': []}};[0.0, 0.1, 0.0, 0.2]
Accuracy;1;what are the transitions that start from this?;The state q1 exists.;['simbolo-q1'];0.0;10;False;{'user_input': 'what are the transitions that start from this?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'transitions': []}};[0.0, 0.1, 0.0, 0.2]
Accuracy;1;which transitions start from this in this automaton?;The state q1 exists.;['simbolo-q1'];0.0;11;False;{'user_input': 'which transitions start from this in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'transitions': []}};[0.0, 0.1, 0.0, 0.2]
Accuracy;2;What is the value of the transition from q1 to q2 in the diagram?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the value of the transition from q1 to q2 in the diagram?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;To which state does the transition lead from q3 on input 0?;the transition is not defined.;[];0.0;1;False;{'user_input': 'To which state does the transition lead from q3 on input 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', '?', '0']]}};[0.0, 0.9, 0.0, 1.0]
Accuracy;2;hi, could you tell me which state the automaton goes to from q3 with input 0?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;2;True;{'user_input': 'hi, could you tell me which state the automaton goes to from q3 with input 0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}};[0.2, 0.4, 0.5, 1.0]
Accuracy;2;what is the transition from this with input symbol 0?;The state q3 exists.;['simbolo-q3'];0.0;3;False;{'user_input': 'what is the transition from this with input symbol 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {}};[0.0, 0.2, 0.0, 0.2]
Accuracy;2;from which state does this transition start?;The initial state is q0.;['simbolo-q0'];0.0;4;False;{'user_input': 'from which state does this transition start?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;2;What is the initial state of this automaton?;The initial state is q0.;['simbolo-q0'];1.0;4;False;{'user_input': 'What is the initial state of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What are the transitions of this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;4;False;{'user_input': 'What are the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What is the initial state of this automaton?;The initial state is q0.;['simbolo-q0'];1.0;4;False;{'user_input': 'What is the initial state of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;Given the automaton shown, what state does it reach when the input is [0,1]?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.0;5;True;{'user_input': 'Given the automaton shown, what state does it reach when the input is [0,1]?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': [0, 1]}};[0.0, 0.3, 0.2, 0.9]
Accuracy;2;Given the input alphabet [0, 1], what are all the possible states that this finite state automaton can reach?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.4;5;True;{'user_input': 'Given the input alphabet [0, 1], what are all the possible states that this finite state automaton can reach?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.4, 0.7, 0.5, 1.0]
Accuracy;2;Can you tell me what happens in this automaton when the input string is [0, 1]?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;6;False;{'user_input': 'Can you tell me what happens in this automaton when the input string is [0, 1]?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'input': [0, 1]}};[0.0, 0.2, 0.0, 0.0]
Accuracy;2;Set a question about the transitions of this automaton using the input symbols 0 and 1.;the transition is not defined.;[];0.0;7;False;{'user_input': 'Set a question about the transitions of this automaton using the input symbols 0 and 1.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['0', '1', '?'], ['1', '0', '?']]}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;Are the transitions of this automaton correct if from state q0 on input 1 it goes to q1, from q1 on input 1 it goes to q2, from q2 on input 0 it goes to q3, from q3 on input 0 it goes to q4, and from q4 on input 0 it goes back to q0?;The transition between q0 and q1 is with value 1.;['simbolo-q0-q1'];0.2;8;False;{'user_input': 'Are the transitions of this automaton correct if from state q0 on input 1 it goes to q1, from q1 on input 1 it goes to q2, from q2 on input 0 it goes to q3, from q3 on input 0 it goes to q4, and from q4 on input 0 it goes back to q0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '1'], ['q1', 'q2', '1'], ['q2', 'q3', '0'], ['q3', 'q4', '0'], ['q4', 'q0', '0']]}};[0.2, 0.3, 0.2, 0.9]
Accuracy;2;which state in this automaton has the highest number of transitions, is it q3?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.1;9;True;{'user_input': 'which state in this automaton has the highest number of transitions, is it q3?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'stateWithMostTransitions': 'q3'}};[0.1, 0.3, 0.2, 1.0]
Accuracy;2;hi, could you please tell me what the transitions are from state 0 to state 1 and from state 1 to state 0 in this automaton?;the transition is not defined.;[];1.0;9;False;{'user_input': 'hi, could you please tell me what the transitions are from state 0 to state 1 and from state 1 to state 0 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['0', '1', '?'], ['1', '0', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;3;Does this automaton accept the input string 11000 starting from q0?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Does this automaton accept the input string 11000 starting from q0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What pattern does the automaton recognize for the input string 11000?;Could you be more specific?;[];0.0;2;False;{'user_input': 'What pattern does the automaton recognize for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'pattern': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the pattern recognized by this automaton?;Could you be more specific?;[];0.0;3;False;{'user_input': 'what is the pattern recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what type of pattern does this automaton recognize?;Could you be more specific?;[];0.1;4;False;{'user_input': 'what type of pattern does this automaton recognize?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;3;what is the pattern type of this automaton?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is the pattern type of this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;what is the pattern type of this finite state automaton?;Could you be more specific?;[];0.1;6;False;{'user_input': 'what is the pattern type of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;Hello, can you explain what pattern type this automaton follows?;The automaton has 5 states and 5 transitions.;[];0.1;7;False;{'user_input': 'Hello, can you explain what pattern type this automaton follows?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;What is the optimal spatial representation of this automaton’s pattern?;Could you be more specific?;[];0.1;8;False;{'user_input': 'What is the optimal spatial representation of this automaton’s pattern?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 0.9]
Accuracy;4;How can I know if this automaton is deterministic just by looking at the picture?;The automaton has 5 states and 5 transitions.;[];0.1;1;False;{'user_input': 'How can I know if this automaton is deterministic just by looking at the picture?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'visualisation': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;4;What does the visualisation of this automaton represent?;The automaton has 5 states and 5 transitions.;[];0.2;2;False;{'user_input': 'What does the visualisation of this automaton represent?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'visualisation': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;4;what does the graphical representation of this automaton look like?;The automaton has 5 states and 5 transitions.;[];0.2;3;False;{'user_input': 'what does the graphical representation of this automaton look like?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;4;what is the language recognized by this automaton?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the language accepted by this automaton for a given input string?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the language accepted by this automaton for a given input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;"I accept the turn; can you help me understand what language this finite state automaton recognizes for a given input?";Could you be more specific?;[];0.1;6;False;"{'user_input': 'I accept the turn; can you help me understand what language this finite state automaton recognizes for a given input?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}";[0.1, 0.1, 0.1, 1.0]
Accuracy;4;What is the language accepted by this automaton if the initial state is Q3?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the language accepted by this automaton if the initial state is Q3?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'Q3'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the pattern recognized by the automaton if the initial state is q3?;Could you be more specific?;[];0.0;8;False;{'user_input': 'what is the pattern recognized by the automaton if the initial state is q3?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Before I say goodbye, could you please tell me what the pattern type of this automaton is?;Could you be more specific?;[];0.1;9;False;{'user_input': 'Before I say goodbye, could you please tell me what the pattern type of this automaton is?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;"this automaton doesn’t seem to follow any recognizable pattern type; what is the pattern type supposed to be?";Could you be more specific?;[];0.1;10;False;"{'user_input': 'this automaton doesn’t seem to follow any recognizable pattern type; what is the pattern type supposed to be?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}}";[0.1, 0.2, 0.1, 1.0]
Accuracy;4;What type of pattern does this finite state automaton recognize?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What type of pattern does this finite state automaton recognize?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the pattern type of this automaton?;Could you be more specific?;[];0.1;12;False;{'user_input': 'what is the pattern type of this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;What type of pattern does this automaton recognize?;Could you be more specific?;[];0.1;13;False;{'user_input': 'What type of pattern does this automaton recognize?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;4;What kind of pattern does this automaton follow in its transitions, is it a clockwise pattern?;Could you be more specific?;[];0.2;14;False;{'user_input': 'What kind of pattern does this automaton follow in its transitions, is it a clockwise pattern?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': 'clockwise'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;4;What is the pattern type followed by the sequence of states in this finite state automaton?;Could you be more specific?;[];0.0;15;False;{'user_input': 'What is the pattern type followed by the sequence of states in this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?', 'states': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the difference between a final state and a non-final state in a finite state machine?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.0;1;True;{'user_input': 'What is the difference between a final state and a non-final state in a finite state machine?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateType': 'final'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;which state of this automaton is a final state?;The final state is q0.;['simbolo-q0'];1.0;1;False;{'user_input': 'which state of this automaton is a final state?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;In this automaton, which states are final?;The final state is q0.;['simbolo-q0'];1.0;1;False;{'user_input': 'In this automaton, which states are final?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;Hello again! In this automaton, which state is the final one?;The final state is q0.;['simbolo-q0'];1.0;1;False;{'user_input': 'Hello again! In this automaton, which state is the final one?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;no, the only final state of this automaton is q0, not the other states.;The final state is q0.;['simbolo-q0'];1.0;1;False;{'user_input': 'no, the only final state of this automaton is q0, not the other states.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': 'q0'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;Which states of this automaton are final states?;The final state is q0.;['simbolo-q0'];1.0;1;False;{'user_input': 'Which states of this automaton are final states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;Is there any way to go directly from q2 to q4 in this automaton?;There is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'Is there any way to go directly from q2 to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
Relevancy;1;in the pentagon-shaped graphical representation of this automaton, which transition connects two states?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.5;0;False;{'user_input': 'in the pentagon-shaped graphical representation of this automaton, which transition connects two states?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.4, 0.5, 0.5, 0.9]
Relevancy;1;can you tell me the pattern of transitions of this automaton?;Could you be more specific?;[];0.1;1;False;{'user_input': 'can you tell me the pattern of transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternOfTransitions': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;what is the pattern that starts from this in this automaton?;Could you be more specific?;[];0.3;2;False;{'user_input': 'what is the pattern that starts from this in this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2']}, '_raw_frame': {'patternType': '?'}};[0.2, 0.3, 0.2, 1.0]
Relevancy;1;What is the optimal spatial representation of this automaton’s pattern?;Could you be more specific?;[];0.2;3;False;{'user_input': 'What is the optimal spatial representation of this automaton’s pattern?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}};[0.1, 0.2, 0.1, 1.0]
Relevancy;1;what is the pattern of transitions followed by this automaton?;Could you be more specific?;[];0.1;4;False;{'user_input': 'what is the pattern of transitions followed by this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternOfTransitions': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Can you check whether I have correctly identified the pattern of transitions in this automaton?;Could you be more specific?;[];0.2;5;False;{'user_input': 'Can you check whether I have correctly identified the pattern of transitions in this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Relevancy;1;What is the pattern of transitions followed by this automaton?;Could you be more specific?;[];0.1;6;False;{'user_input': 'What is the pattern of transitions followed by this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternOfTransitions': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;the pattern of transitions in this automaton is: q0 --1→ q1, q1 --1→ q2, q2 --0→ q3, q3 --0→ q4, q4 --0→ q0.;The transition between q0 and q1 is with value 1.;['simbolo-q0-q1'];0.95;6;False;{'user_input': 'the pattern of transitions in this automaton is: q0 --1→ q1, q1 --1→ q2, q2 --0→ q3, q3 --0→ q4, q4 --0→ q0.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '-1'], ['q1', 'q2', '-1'], ['q2', 'q3', '0'], ['q3', 'q4', '0'], ['q4', 'q0', '0']]}};[1.0, 0.95, 1.0, 1.0]
Relevancy;1;thanks, now that i’ve seen this pattern of transitions, could you please tell me what the pattern of transitions in this automaton is?;The automaton has 5 states and 5 transitions.;[];0.3;7;False;{'user_input': 'thanks, now that i’ve seen this pattern of transitions, could you please tell me what the pattern of transitions in this automaton is?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'patternOfTransitions': '?'}};[0.2, 0.3, 0.2, 1.0]
Relevancy;1;what is the pattern of transitions followed by this automaton?;Could you be more specific?;[];0.1;8;False;{'user_input': 'what is the pattern of transitions followed by this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternOfTransitions': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;What is the pattern of transitions in this automaton?;Could you be more specific?;[];0.1;9;False;{'user_input': 'What is the pattern of transitions in this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternOfTransitions': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;What is the pattern of transitions followed by this finite state automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.5;9;False;{'user_input': 'What is the pattern of transitions followed by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.4, 0.5, 0.4, 0.9]
