METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;2;"i meant this is labeled with 1, not with ?; can you correct the transition q1 → q2 → ? to q1 → q2 → 1?";The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;1;False;"{'user_input': 'i meant this is labeled with 1, not with ?; can you correct the transition q1 → q2 → ? to q1 → q2 → 1?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '1']]}, '_raw_frame': {'transitions': [['q1', 'q2', '1']]}}";[1.0, 1.0, 1.0, 1.0]
Accuracy;2;what is the language accepted by the automaton for this with unknown input symbol?;Could you be more specific?;[];0.1;2;False;{'user_input': 'what is the language accepted by the automaton for this with unknown input symbol?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what is the symbol of this in the language of this automaton?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the symbol of this in the language of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;What is the symbol of the transition from state q1 to state q2 in the alphabet of this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.2;4;False;{'user_input': 'What is the symbol of the transition from state q1 to state q2 in the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'transitions': []}};[0.2, 0.4, 0.5, 0.9]
Accuracy;2;what is this?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what is the language accepted by the automaton for this with unknown input symbol?;Could you be more specific?;[];0.1;6;False;{'user_input': 'what is the language accepted by the automaton for this with unknown input symbol?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what is the language accepted by the automaton for this with an unknown input symbol?;Could you be more specific?;[];0.1;7;False;{'user_input': 'what is the language accepted by the automaton for this with an unknown input symbol?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;from this to that, what is the value of the transition?;MUTATION The transition from q1 to q2 has value 1.;['simbolo-q1-q2'];1.0;7;True;{'user_input': 'from this to that, what is the value of the transition?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1', 'q2']}, '_raw_frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;what is the label of this in this automaton?;Could you be more specific?;[];0.2;8;False;{'user_input': 'what is the label of this in this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;2;what is the value of this?;Could you be more specific?;[];0.2;9;False;{'user_input': 'what is the value of this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;2;What is the input symbol of the transition from state q1 to state q2?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.2;10;False;{'user_input': 'What is the input symbol of the transition from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.2, 0.4, 0.5, 0.9]
Accuracy;2;Can you explain what kind of language this automaton accepts when it follows the clockwise pattern?;Could you be more specific?;[];0.1;11;False;{'user_input': 'Can you explain what kind of language this automaton accepts when it follows the clockwise pattern?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'clockwisePattern': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the shortest input that makes the automaton start in q0 and return to q0?;Could you be more specific?;[];0.0;1;False;{'user_input': 'What is the shortest input that makes the automaton start in q0 and return to q0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the state reached by the automaton for the input string ?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;2;False;{'user_input': 'What is the state reached by the automaton for the input string ?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.3, 0.2, 0.2]
Accuracy;3;What input strings does this automaton accept?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;for which input strings does this automaton accept its language?;Could you be more specific?;[];0.0;4;False;{'user_input': 'for which input strings does this automaton accept its language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;Is the language recognized by this automaton non-regular?;Could you be more specific?;[];0.0;6;False;{'user_input': 'Is the language recognized by this automaton non-regular?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;can you tell me what is the language accepted by this automaton for an input string?;Could you be more specific?;[];0.0;7;False;{'user_input': 'can you tell me what is the language accepted by this automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;"This automaton doesn’t accept any input; what language does it recognize?";Could you be more specific?;[];0.0;8;False;"{'user_input': 'This automaton doesn’t accept any input; what language does it recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': ''}}";[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.1;9;False;{'user_input': 'What is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'language': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;what is the language accepted by the automaton for strings that end in this?;Could you be more specific?;[];0.1;10;False;{'user_input': 'what is the language accepted by the automaton for strings that end in this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q1']}, '_raw_frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;what is the language accepted by this automaton for a given input string?;Could you be more specific?;[];0.0;11;False;{'user_input': 'what is the language accepted by this automaton for a given input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;which language is recognized by this automaton for the input string ?;Could you be more specific?;[];0.1;12;False;{'user_input': 'which language is recognized by this automaton for the input string ?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;what is the language accepted by this finite state automaton for an input string?;Could you be more specific?;[];0.0;13;False;{'user_input': 'what is the language accepted by this finite state automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language accepted by this automaton if the only final state is Q3?;Could you be more specific?;[];0.0;14;False;{'user_input': 'What is the language accepted by this automaton if the only final state is Q3?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': 'Q3'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What are the final states of this automaton, specifically is Q3 a final state?;The final state is q0.;['simbolo-q0'];1.0;14;False;{'user_input': 'What are the final states of this automaton, specifically is Q3 a final state?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': 'Q3'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;4;Does this automaton accept the empty string ε?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Does this automaton accept the empty string ε?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'ε'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;2;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Hello, could you tell me what the alphabet of this automaton is?;Could you be more specific?;[];0.0;3;False;{'user_input': 'Hello, could you tell me what the alphabet of this automaton is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;4;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;5;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;for the automaton shown, can you process the input string 1100011000 and tell me what happens?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;6;False;{'user_input': 'for the automaton shown, can you process the input string 1100011000 and tell me what happens?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '1100011000'}};[0.1, 0.2, 0.1, 0.3]
Accuracy;4;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;8;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Thanks, could you tell me what the alphabet of this finite state automaton is?;Could you be more specific?;[];0.0;9;False;{'user_input': 'Thanks, could you tell me what the alphabet of this finite state automaton is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the alphabet of this finite state automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'what is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the optimal spatial representation of this automaton’s alphabet?;Could you be more specific?;[];0.1;13;False;{'user_input': 'what is the optimal spatial representation of this automaton’s alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;What is the alphabet used in the transition from Q1 to the next state in this automaton?;Could you be more specific?;[];0.0;14;False;{'user_input': 'What is the alphabet used in the transition from Q1 to the next state in this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;How many transitions are there in the automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;14;False;{'user_input': 'How many transitions are there in the automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;Is this automaton deterministic or nondeterministic?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.0;1;False;{'user_input': 'Is this automaton deterministic or nondeterministic?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': 'automatonType'}};[0.0, 0.2, 0.0, 1.0]
Accuracy;5;sorry, i meant to ask about the automaton: could you help me with a practical example and tell me what type of automaton it is if i give you an input?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.6;1;False;{'user_input': 'sorry, i meant to ask about the automaton: could you help me with a practical example and tell me what type of automaton it is if i give you an input?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.6, 0.7, 0.5, 1.0]
Accuracy;5;how many states does this automaton have?;This automaton has 5 states.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;1;False;{'user_input': 'how many states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;What is the language accepted by this automaton for the input string 11000?;Could you be more specific?;[];0.0;2;False;{'user_input': 'What is the language accepted by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;i accept the turn: could you tell me what language is recognized by this automaton for the input 11000?;Could you be more specific?;[];0.0;3;False;{'user_input': 'i accept the turn: could you tell me what language is recognized by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;Is the language recognized by this deterministic automaton exactly the set of binary strings that contain the substring 11000?;Could you be more specific?;[];0.0;4;False;{'user_input': 'Is the language recognized by this deterministic automaton exactly the set of binary strings that contain the substring 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;Thank you, could you please tell me what language is recognized by this automaton for the input 11000?;Could you be more specific?;[];0.0;5;False;{'user_input': 'Thank you, could you please tell me what language is recognized by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language recognized by this automaton for the input string 11000?;Could you be more specific?;[];0.0;6;False;{'user_input': 'what is the language recognized by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;does this automaton recognize a non-regular language?;Could you be more specific?;[];0.0;7;False;{'user_input': 'does this automaton recognize a non-regular language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'languageType': 'non-regular'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language accepted by this automaton?;Could you be more specific?;[];0.0;8;False;{'user_input': 'what is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;from which state does the automaton start reading the language?;The initial state is q0.;['simbolo-q0'];1.0;8;False;{'user_input': 'from which state does the automaton start reading the language?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;what is the language accepted by this automaton for the input string “?”?;Could you be more specific?;[];0.2;9;False;{'user_input': 'what is the language accepted by this automaton for the input string “?”?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;5;what is the language recognized by this finite state automaton for an arbitrary input string?;Could you be more specific?;[];0.0;10;False;{'user_input': 'what is the language recognized by this finite state automaton for an arbitrary input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Relevancy;1;Is it possible to go from q2 to q4 in the automaton shown?;There is no transition between q2 and q4.;[];0.6;0;False;{'user_input': 'Is it possible to go from q2 to q4 in the automaton shown?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.2, 0.6, 0.2, 1.0]
