METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;1;hi, could you show me the transitions of this automaton on the tablet?;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];0.3;10;True;{'user_input': 'hi, could you show me the transitions of this automaton on the tablet?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.3, 0.4, 0.3, 0.9]
Accuracy;1;what are the transitions of this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;10;False;{'user_input': 'what are the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;if the automaton had only 2 states, how many transitions would there be?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;11;False;{'user_input': 'if the automaton had only 2 states, how many transitions would there be?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}};[0.0, 0.2, 0.0, 0.9]
Accuracy;1;can you explain, from a theoretical point of view, what a transition is in a finite state automaton that has 2 states?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.1;12;False;{'user_input': 'can you explain, from a theoretical point of view, what a transition is in a finite state automaton that has 2 states?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.1, 0.2, 0.2, 0.9]
Accuracy;1;the automaton has 2 transitions.;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;12;False;{'user_input': 'the automaton has 2 transitions.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '2'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What is the value on the transition from q1 to q2 in the diagram?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the value on the transition from q1 to q2 in the diagram?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;The transition from q1 to q2 occurs with which input symbol?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'The transition from q1 to q2 occurs with which input symbol?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;which regular language do these transitions of the automaton recognize?;Could you be more specific?;[];0.0;1;False;{'user_input': 'which regular language do these transitions of the automaton recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the language accepted by this automaton for an input that I still have to choose?;Could you be more specific?;[];0.1;2;False;{'user_input': 'What is the language accepted by this automaton for an input that I still have to choose?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;What is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;what is the language accepted by the automaton if the initial state is either q1 or q2?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what is the language accepted by the automaton if the initial state is either q1 or q2?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialStates': 'q1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the language recognized by this automaton starting from which state?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the language recognized by this automaton starting from which state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;Set the practical exercise on the language of this automaton assuming that the initial state is q1.;It is not the initial state.;[];0.1;6;False;{'user_input': 'Set the practical exercise on the language of this automaton assuming that the initial state is q1.', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q1'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what is the language accepted by this automaton if the initial state is q1?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what is the language accepted by this automaton if the initial state is q1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the language accepted by this automaton if the initial state is q1?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What is the language accepted by this automaton if the initial state is q1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;what is the alphabet of the automaton if the initial state is q1?;Could you be more specific?;[];0.0;9;False;{'user_input': 'what is the alphabet of the automaton if the initial state is q1?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the alphabet of this finite state automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the alphabet of this regular language?;Could you be more specific?;[];0.0;13;False;{'user_input': 'What is the alphabet of this regular language?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;If I start from q0 and read the input string 11000, do I end in an accepting state?;Could you be more specific?;[];0.0;1;False;{'user_input': 'If I start from q0 and read the input string 11000, do I end in an accepting state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language recognized by this automaton following an anti-clockwise pattern?;Could you be more specific?;[];0.0;2;False;{'user_input': 'What is the language recognized by this automaton following an anti-clockwise pattern?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'S', 'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language accepted by this finite state automaton over the alphabet σ, and for which input strings?;Could you be more specific?;[];0.0;3;False;{'user_input': 'what is the language accepted by this finite state automaton over the alphabet σ, and for which input strings?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'σ', 'input': 'x'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;Set a practical question about the language of this finite state automaton: given the alphabet σ and the input string x, what language does the automaton recognize?;Could you be more specific?;[];0.0;4;False;{'user_input': 'Set a practical question about the language of this finite state automaton: given the alphabet σ and the input string x, what language does the automaton recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'σ', 'input': 'x'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language σ recognized by this automaton for the input string x?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is the language σ recognized by this automaton for the input string x?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': 'x'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;what is the language \(l(a)\) recognized by this finite state automaton over the alphabet \(\sigma\) for the input string \(x\)?;Could you be more specific?;[];0.1;6;False;{'user_input': 'what is the language \\(l(a)\\) recognized by this finite state automaton over the alphabet \\(\\sigma\\) for the input string \\(x\\)?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'à', 'input': 'x'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;On the automaton shown, given the alphabet σ and an input string x, can you tell me which transitions are followed?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.3;7;False;{'user_input': 'On the automaton shown, given the alphabet σ and an input string x, can you tell me which transitions are followed?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'σ', 'input': 'x'}};[0.3, 0.4, 0.3, 0.9]
Accuracy;3;What is the language recognized by this automaton, given that it has 5 states?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What is the language recognized by this automaton, given that it has 5 states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '5'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;How many states does this automaton have?;This automaton has 5 states.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;8;False;{'user_input': 'How many states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;3;What language is accepted by the automaton that has the transition from Q1 to Q2 with input symbol 0?;Could you be more specific?;[];0.0;9;False;{'user_input': 'What language is accepted by the automaton that has the transition from Q1 to Q2 with input symbol 0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '0'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;Given the automaton shown, what language does it accept for the input string 0?;Could you be more specific?;[];0.0;10;False;{'user_input': 'Given the automaton shown, what language does it accept for the input string 0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '0'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;can you run this automaton on the input 0 and tell me what happens?;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];0.2;11;True;{'user_input': 'can you run this automaton on the input 0 and tell me what happens?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '0'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;3;ok, now i’d like to test the automaton with the input 0.;Could you be more specific?;[];0.1;12;False;{'user_input': 'ok, now i’d like to test the automaton with the input 0.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '0'}};[0.1, 0.1, 0.1, 0.9]
Accuracy;3;what is the language accepted by this automaton, and how many final states does it have?;Could you be more specific?;[];0.0;13;False;{'user_input': 'what is the language accepted by this automaton, and how many final states does it have?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;Which language is recognized by this finite automaton?;Could you be more specific?;[];0.0;14;False;{'user_input': 'Which language is recognized by this finite automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;How can I know from this diagram whether the automaton is deterministic or nondeterministic?;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];0.1;1;True;{'user_input': 'How can I know from this diagram whether the automaton is deterministic or nondeterministic?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': 'diagram'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;is the input of the automaton represented in the diagram equal to 11000?;Could you be more specific?;[];0.0;2;False;{'user_input': 'is the input of the automaton represented in the diagram equal to 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Set the question in language about the practical finite state automaton for the input 11000.;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];0.2;3;True;{'user_input': 'Set the question in language about the practical finite state automaton for the input 11000.', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.2, 0.3, 0.3, 1.0]
Accuracy;4;Sorry, I meant the language recognized by this automaton on the input 11000, not its states—can you tell me the language for the string 11000?;Could you be more specific?;[];0.1;4;False;{'user_input': 'Sorry, I meant the language recognized by this automaton on the input 11000, not its states—can you tell me the language for the string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;for the automaton shown, can you run the input string 11000 and tell me what happens?;Could you be more specific?;[];0.0;5;False;{'user_input': 'for the automaton shown, can you run the input string 11000 and tell me what happens?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;can you check the pattern recognized by this automaton for the input 11000?;Could you be more specific?;[];0.1;6;False;{'user_input': 'can you check the pattern recognized by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;4;what is the language accepted by this automaton for the input 11000?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what is the language accepted by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;in this automaton, how many final states does the recognized language have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;8;False;{'user_input': 'in this automaton, how many final states does the recognized language have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;4;how many final states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;9;False;{'user_input': 'how many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.9]
Accuracy;4;hello, looking at this automaton, how many final states does it have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;10;False;{'user_input': 'hello, looking at this automaton, how many final states does it have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;4;How many final states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;11;False;{'user_input': 'How many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;4;hello, looking at this automaton, how many final states does it have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;12;False;{'user_input': 'hello, looking at this automaton, how many final states does it have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;4;before we finish, could you tell me how many final states this automaton has?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;13;False;{'user_input': 'before we finish, could you tell me how many final states this automaton has?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;4;in this automaton, i’m sure that q0 is the initial state, but i don’t know how many final states there are: could you tell me the number of final states?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;14;False;{'user_input': 'in this automaton, i’m sure that q0 is the initial state, but i don’t know how many final states there are: could you tell me the number of final states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;4;Sorry, I meant the number of final states: how many final states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;15;False;{'user_input': 'Sorry, I meant the number of final states: how many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}};[0.0, 0.2, 0.0, 0.2]
Accuracy;5;In general, what kind of language (for example, regular or not) can a finite state automaton like this recognize?;Could you be more specific?;[];0.1;1;False;{'user_input': 'In general, what kind of language (for example, regular or not) can a finite state automaton like this recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;5;What is the language accepted by this automaton for an input string?;Could you be more specific?;[];0.0;2;False;{'user_input': 'What is the language accepted by this automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language accepted by this finite state automaton for an unspecified input string?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the language accepted by this finite state automaton for an unspecified input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the input of this automaton?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what is the input of this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the input of this automaton?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the input of this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;For which input strings does this automaton define the language?;Could you be more specific?;[];0.0;6;False;{'user_input': 'For which input strings does this automaton define the language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language recognized by this finite state automaton for an input string?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the language recognized by this finite state automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what are the transitions of this automaton for an input string like 11000?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;7;False;{'user_input': 'what are the transitions of this automaton for an input string like 11000?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;What is the language accepted by this automaton for the input?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What is the language accepted by this automaton for the input?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;"this automaton doesn’t recognize any meaningful language for the input string; what is the accepted language?";Could you be more specific?;[];0.0;9;False;"{'user_input': 'this automaton doesn’t recognize any meaningful language for the input string; what is the accepted language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}";[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language accepted by this finite state automaton for an input string?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the language accepted by this finite state automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language recognized by this finite state automaton when its graphical representation is a triangle?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the language recognized by this finite state automaton when its graphical representation is a triangle?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': 'triangle'}};[0.0, 0.1, 0.0, 0.9]
Accuracy;5;what is the language accepted by this automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'what is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
