METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Relevancy;1;What are the states of this automaton?;The state q0 exists.;['simbolo-q0'];0.4;3;False;{'user_input': 'What are the states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Relevancy;1;Before saying goodbye, could you tell me what the current state of this automaton is?;The state q0 exists.;['simbolo-q0'];0.4;3;False;{'user_input': 'Before saying goodbye, could you tell me what the current state of this automaton is?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Relevancy;1;thanks, could you please tell me what the states of this automaton are?;The state q0 exists.;['simbolo-q0'];0.4;3;False;{'user_input': 'thanks, could you please tell me what the states of this automaton are?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Correctness;1;Is there any transition going back from q2 to q1 in this automaton?;there is no transition between q2 and q1.;[];1.0;0;False;{'user_input': 'Is there any transition going back from q2 to q1 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q1', '?']]}}
Correctness;1;What is the label of the transition that goes from state q2 to state q1?;there is no transition between q2 and q1.;[];1.0;0;False;{'user_input': 'What is the label of the transition that goes from state q2 to state q1?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q1', '?']]}}
Correctness;1;is this automaton non-deterministic in terms of its transitions?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;1;False;{'user_input': 'is this automaton non-deterministic in terms of its transitions?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': []}}
Correctness;1;what is the language accepted by this automaton, given its transitions?;Could you be more specific?;[];0.0;2;False;{'user_input': 'what is the language accepted by this automaton, given its transitions?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
Correctness;1;What is the language recognized by this finite state automaton?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Correctness;1;Hi again! For this automaton, what is the language it recognizes for an input string?;Could you be more specific?;[];0.0;4;False;{'user_input': 'Hi again! For this automaton, what is the language it recognizes for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}
Correctness;1;Hello, could you help me understand the language recognized by this finite state automaton and tell me what input strings it accepts?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];1.0;4;False;{'user_input': 'Hello, could you help me understand the language recognized by this finite state automaton and tell me what input strings it accepts?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?', 'input': '?'}}
Correctness;1;what is the language recognized by this automaton, in terms of the number of states it uses?;Could you be more specific?;[];0.1;5;False;{'user_input': 'what is the language recognized by this automaton, in terms of the number of states it uses?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}}
Correctness;1;what input strings does this automaton accept?;Could you be more specific?;[];0.0;6;False;{'user_input': 'what input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Correctness;1;What is the language recognized by this finite state automaton?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Correctness;1;what is the language accepted by this finite state automaton for an arbitrary input string?;Could you be more specific?;[];0.0;8;False;{'user_input': 'what is the language accepted by this finite state automaton for an arbitrary input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Correctness;1;what is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.1;9;False;{'user_input': 'what is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Correctness;1;what is the optimal spatial representation of the language recognized by this finite state automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];1.0;9;False;{'user_input': 'what is the optimal spatial representation of the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}}
Correctness;1;"Thank you for explaining the language of this automaton; could you please show me an example of an input string it accepts?";Could you be more specific?;[];0.0;10;False;"{'user_input': 'Thank you for explaining the language of this automaton; could you please show me an example of an input string it accepts?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}"
Correctness;1;what is the language accepted by this automaton if this had no outgoing transitions?;Could you be more specific?;[];0.1;11;False;{'user_input': 'what is the language accepted by this automaton if this had no outgoing transitions?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'input': '?'}}
VisualRelevancy;1;Is it possible to go directly from q2 to q4 in this automaton?;there is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'Is it possible to go directly from q2 to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}}
VisualRelevancy;1;how many states does this automaton have?;This automaton has 5 states;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;0;False;{'user_input': 'how many states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}}
VisualRelevancy;1;Let me correct myself: considering this automaton, how many states does it have?;This automaton has 5 states;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;0;False;{'user_input': 'Let me correct myself: considering this automaton, how many states does it have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '?'}}
VisualRelevancy;1;There are 7 transitions in this finite state automaton, right?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;0;False;{'user_input': 'There are 7 transitions in this finite state automaton, right?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
VisualRelevancy;1;Can you tell me the pattern recognized by this automaton, i.e., which strings of 0s and 1s make it go through its transitions and return to the final state?;Could you be more specific?;[];1.0;0;False;{'user_input': 'Can you tell me the pattern recognized by this automaton, i.e., which strings of 0s and 1s make it go through its transitions and return to the final state?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}}
VisualRelevancy;1;Hi, looking at this automaton’s drawing, could you tell me what type of pattern it recognizes?;Could you be more specific?;[];1.0;0;False;{'user_input': 'Hi, looking at this automaton’s drawing, could you tell me what type of pattern it recognizes?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'patternType': '?'}}
VisualRelevancy;1;In this automaton pattern, how many final states are there?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.9;0;False;{'user_input': 'In this automaton pattern, how many final states are there?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}}
VisualRelevancy;1;How many final states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;1;False;{'user_input': 'How many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}}
VisualRelevancy;1;What are the transitions of this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;1;False;{'user_input': 'What are the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}}
VisualRelevancy;1;what is the alphabet of this finite state automaton?;Could you be more specific?;[];1.0;1;False;{'user_input': 'what is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
VisualRelevancy;1;thanks, referring to the states of this automaton, how many final states does it have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;2;False;{'user_input': 'thanks, referring to the states of this automaton, how many final states does it have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}}
VisualRelevancy;1;How many final states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;3;False;{'user_input': 'How many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}}
VisualRelevancy;1;how many final states does this finite state automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.9;3;False;{'user_input': 'how many final states does this finite state automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}}
VisualRelevancy;1;how many final states does this automaton have?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.9;3;False;{'user_input': 'how many final states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '?'}}
VisualRelevancy;1;there is 1 final state in this automaton.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.9;3;False;{'user_input': 'there is 1 final state in this automaton.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'numberOfFinalStates': '1'}}
