METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Accuracy;1;actually, i wanted to correct myself: instead of talking about the states, i’d like to ask about the alphabet of this automaton, what is its alphabet?;Could you be more specific?;[];0.1;12;False;{'user_input': 'actually, i wanted to correct myself: instead of talking about the states, i’d like to ask about the alphabet of this automaton, what is its alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}}
Relevancy;1;Is there any transition leaving state q2 in this automaton?;the transition is not defined.;[];0.2;1;False;{'user_input': 'Is there any transition leaving state q2 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', '?', '?']]}}
Relevancy;1;Which transitions of the automaton lead to the state q1?;the transition is not defined.;[];0.2;2;False;{'user_input': 'Which transitions of the automaton lead to the state q1?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['?', 'q1', '?']]}}
Relevancy;1;what is the language accepted by the automaton given the transition ? from q1 on input ? in the displayed finite state machine?;Could you be more specific?;[];0.2;3;False;{'user_input': 'what is the language accepted by the automaton given the transition ? from q1 on input ? in the displayed finite state machine?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;what is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.2;4;False;{'user_input': 'what is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;What input strings over the alphabet should I try on this automaton?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What input strings over the alphabet should I try on this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;"I don’t understand what language this automaton recognizes; could you tell me what language it accepts for a given input?";The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];1.0;5;False;"{'user_input': 'I don’t understand what language this automaton recognizes; could you tell me what language it accepts for a given input?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}}"
Relevancy;1;what is the language accepted by this finite state automaton for an input string?;Could you be more specific?;[];0.1;6;False;{'user_input': 'what is the language accepted by this finite state automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;for this automaton, what state do we end up in if we run it on the input string 11000?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.3;7;False;{'user_input': 'for this automaton, what state do we end up in if we run it on the input string 11000?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;1;what is the language accepted by this automaton for the input string “?”?;Could you be more specific?;[];0.2;8;False;{'user_input': 'what is the language accepted by this automaton for the input string “?”?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;what is the language accepted by this automaton if the initial state is q3?;Could you be more specific?;[];0.1;9;False;{'user_input': 'what is the language accepted by this automaton if the initial state is q3?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q3'}}
Relevancy;1;For this automaton, what is the language of the strings that are accepted as output?;Could you be more specific?;[];0.1;10;False;{'user_input': 'For this automaton, what is the language of the strings that are accepted as output?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'language': '?'}}
Relevancy;1;What is the language accepted by this automaton?;Could you be more specific?;[];0.1;11;False;{'user_input': 'What is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;what is the language accepted by this automaton, considering that the state with the most transitions is q3?;Could you be more specific?;[];0.1;12;False;{'user_input': 'what is the language accepted by this automaton, considering that the state with the most transitions is q3?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'S', 'input': '?'}}
Relevancy;1;what is the language accepted by the automaton that has this with input 1?;Could you be more specific?;[];0.1;13;False;{'user_input': 'what is the language accepted by the automaton that has this with input 1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'input': '1'}}
Relevancy;1;What is the symbol of the transition from state q0 to state q1?;the transition is not defined.;[];0.2;14;False;{'user_input': 'What is the symbol of the transition from state q0 to state q1?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}}
Correctness;1;Is it possible to go from q2 directly to q4 in this automaton?;the transition is not defined.;[];1.0;0;False;{'user_input': 'Is it possible to go from q2 directly to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Correctness;1;What is the symbol of the transition from state q2 to state q4?;the transition is not defined.;[];1.0;0;False;{'user_input': 'What is the symbol of the transition from state q2 to state q4?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Correctness;1;For this automaton, is Q3 a final state of the transition structure?;The final state is q0.;['simbolo-q0'];1.0;0;False;{'user_input': 'For this automaton, is Q3 a final state of the transition structure?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'finalStates': 'Q3'}}
Correctness;1;Is Q3 a final state that I can reach through some transition in this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;1;False;{'user_input': 'Is Q3 a final state that I can reach through some transition in this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'state': 'Q3'}}
Correctness;1;set the current question about this in this finite state automaton.;The state q3 exists.;['simbolo-q3'];0.2;2;False;{'user_input': 'set the current question about this in this finite state automaton.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'states': '?'}}
Correctness;1;which transitions are connected to this in this automaton?;There is no transition between q3 and q0.;[];0.0;3;False;{'user_input': 'which transitions are connected to this in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'transitions': []}}
Correctness;1;which transitions start from this?;There is no transition between q3 and q0.;[];0.1;4;False;{'user_input': 'which transitions start from this?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'transitions': []}}
Correctness;1;In this automaton, the transition leaving state q3 on input 0 goes to state q4.;the transition is not defined.;[];0.0;5;False;{'user_input': 'In this automaton, the transition leaving state q3 on input 0 goes to state q4.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}
Correctness;1;What is the transition from state q3 to state q4 on input symbol 0 in this automaton?;the transition is not defined.;[];0.0;6;False;{'user_input': 'What is the transition from state q3 to state q4 on input symbol 0 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}
Correctness;1;What is the transition from state q3 to state q4 on input symbol 0 in this automaton?;the transition is not defined.;[];0.0;7;False;{'user_input': 'What is the transition from state q3 to state q4 on input symbol 0 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}
Correctness;1;what is this on input symbol 0?;MUTATION The transition between q3 and q4 is with value 0.;['simbolo-q3-q4'];0.5;7;True;{'user_input': 'what is this on input symbol 0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}, '_raw_frame': {'input': '0'}}
Correctness;1;Hi again! The transition from q3 to q4 is labeled with input 0.;the transition is not defined.;[];0.0;8;False;{'user_input': 'Hi again! The transition from q3 to q4 is labeled with input 0.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}
Correctness;1;The transition from q3 to q4 with input 0 in the automaton is wrong.;the transition is not defined.;[];0.0;9;False;{'user_input': 'The transition from q3 to q4 with input 0 in the automaton is wrong.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}
Correctness;1;this occurs on input 0.;MUTATION The transition between q3 and q4 is with value 0.;['simbolo-q3-q4'];1.0;9;True;{'user_input': 'this occurs on input 0.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}, '_raw_frame': {'input': '0'}}
Correctness;1;The transition from q3 to q4 with input 0 is correct in this automaton.;the transition is not defined.;[];0.0;10;False;{'user_input': 'The transition from q3 to q4 with input 0 is correct in this automaton.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '0']]}}
VisualRelevancy;1;Is it possible to go directly from q2 to q4 in this automaton?;the transition is not defined.;[];1.0;0;False;{'user_input': 'Is it possible to go directly from q2 to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}}
VisualRelevancy;1;what is the label of the transition that goes from this to that in this automaton?;There is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'what is the label of the transition that goes from this to that in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {'transitions': []}}
VisualRelevancy;1;From state q3, what transition is defined in this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;0;False;{'user_input': 'From state q3, what transition is defined in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
VisualRelevancy;1;No, the transitions of this automaton are not correct.;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;0;False;{'user_input': 'No, the transitions of this automaton are not correct.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
VisualRelevancy;1;the transitions of the automaton are: q0 with input 1 goes to q1, q1 with input 1 goes to q2, q2 with input 0 goes to q3, q3 with input 0 goes to q4, and q4 with input 0 returns to q0.;the transition is not defined.;[];1.0;0;False;{'user_input': 'the transitions of the automaton are: q0 with input 1 goes to q1, q1 with input 1 goes to q2, q2 with input 0 goes to q3, q3 with input 0 goes to q4, and q4 with input 0 returns to q0.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', '1', 'q1'], ['q1', '1', 'q2'], ['q2', '0', 'q3'], ['q3', '0', 'q4'], ['q4', '0', 'q0']]}}
VisualRelevancy;1;The automaton has the following transitions: from q0 to q1 with input 1, from q1 to q2 with input 1, from q2 to q3 with input 0, from q3 to q4 with input 0, and from q4 to q0 with input 0.;the transition is not defined.;[];1.0;0;False;{'user_input': 'The automaton has the following transitions: from q0 to q1 with input 1, from q1 to q2 with input 1, from q2 to q3 with input 0, from q3 to q4 with input 0, and from q4 to q0 with input 0.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '1'], ['q1', 'q2', '1'], ['q2', 'q3', '0'], ['q3', 'q4', '0'], ['q4', 'q0', '0']]}}
VisualRelevancy;1;which state in this automaton has the highest number of transitions?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.8;0;False;{'user_input': 'which state in this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'stateWithMostTransitions': '?'}}
VisualRelevancy;1;which state in this automaton has the highest number of transitions?;The state q0 exists.;['simbolo-q0'];0.2;1;False;{'user_input': 'which state in this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
VisualRelevancy;1;what are the states of this automaton?;The state q0 exists.;['simbolo-q0'];0.9;1;False;{'user_input': 'what are the states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
VisualRelevancy;1;What are the states of this automaton?;The state q0 exists.;['simbolo-q0'];0.9;1;False;{'user_input': 'What are the states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
VisualRelevancy;1;What is the language accepted by this automaton, considering its states and transitions?;Could you be more specific?;[];1.0;1;False;{'user_input': 'What is the language accepted by this automaton, considering its states and transitions?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'input', 'states': 'output'}}
VisualRelevancy;1;"Thank you for explaining the states of this automaton; could you now tell me what the states are?";The state q0 exists.;['simbolo-q0'];0.4;1;False;"{'user_input': 'Thank you for explaining the states of this automaton; could you now tell me what the states are?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'states': '?'}}"
VisualRelevancy;1;what are the states of this automaton?;The state q0 exists.;['simbolo-q0'];0.9;1;False;{'user_input': 'what are the states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
