METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Accuracy;2;this in the automaton occurs with which input symbol?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;2;False;{'user_input': 'this in the automaton occurs with which input symbol?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}}
Accuracy;2;what is the symbol of this in this automaton’s alphabet?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the symbol of this in this automaton’s alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}}
Accuracy;2;What is the symbol of the transition from state q1 to state q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;3;False;{'user_input': 'What is the symbol of the transition from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}}
Accuracy;2;Thanks, based on the alphabet, could you tell me what the missing symbol is in the transition from q1 to q2?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.1;4;False;{'user_input': 'Thanks, based on the alphabet, could you tell me what the missing symbol is in the transition from q1 to q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}}
Accuracy;2;What is the symbol on the transition from state q1 to state q2 in this automaton?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;4;False;{'user_input': 'What is the symbol on the transition from state q1 to state q2 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}}
Accuracy;3;Does this automaton accept the empty string or not, and why?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Does this automaton accept the empty string or not, and why?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '\n', 'input': '\x00'}}
Accuracy;3;what is the language recognized by this automaton for the input string?;Could you be more specific?;[];0.1;2;False;{'user_input': 'what is the language recognized by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}}
Accuracy;3;What is the language accepted by this automaton for the input string 11000?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the language accepted by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;3;What is the language recognized by this automaton for the input string 11000?;Could you be more specific?;[];0.0;4;False;{'user_input': 'What is the language recognized by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;3;What language is recognized by this automaton for the input string 11000?;Could you be more specific?;[];0.0;5;False;{'user_input': 'What language is recognized by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;3;Can you run this automaton on the input 11000 and tell me the result?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.2;6;False;{'user_input': 'Can you run this automaton on the input 11000 and tell me the result?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;3;Given the automaton shown, what is the language it recognizes for the input string 11000?;Could you be more specific?;[];0.0;7;False;{'user_input': 'Given the automaton shown, what is the language it recognizes for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;3;what is the optimal spatial representation of the language recognized by this automaton?;Could you be more specific?;[];0.1;8;False;{'user_input': 'what is the optimal spatial representation of the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}}
Accuracy;3;what is the language recognized by this automaton for the input string 11000?;Could you be more specific?;[];0.0;9;False;{'user_input': 'what is the language recognized by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;3;what is the language recognized by this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'what is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Accuracy;3;what is the language recognized by this automaton when it is represented as a pentagon?;Could you be more specific?;[];0.1;11;False;{'user_input': 'what is the language recognized by this automaton when it is represented as a pentagon?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': 'pentagon'}}
Accuracy;3;what is the language accepted by this automaton for the input?;Could you be more specific?;[];0.0;12;False;{'user_input': 'what is the language accepted by this automaton for the input?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Accuracy;3;Can you tell me what language is recognized by this automaton for a given input string?;Could you be more specific?;[];0.1;13;False;{'user_input': 'Can you tell me what language is recognized by this automaton for a given input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Accuracy;3;Hi again! In this automaton, what is the language it recognizes for an input string?;Could you be more specific?;[];0.0;14;False;{'user_input': 'Hi again! In this automaton, what is the language it recognizes for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?', 'language': '?'}}
Accuracy;3;what is the language accepted by this automaton for the input strings?;Could you be more specific?;[];0.0;15;False;{'user_input': 'what is the language accepted by this automaton for the input strings?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Accuracy;4;If the input is 11000, starting from q0, which states does the automaton visit in order?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;1;False;{'user_input': 'If the input is 11000, starting from q0, which states does the automaton visit in order?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0', 'q1', 'q2', 'q3']}}
Accuracy;4;What are the states q0, q1, q2, and q3 in this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;2;False;{'user_input': 'What are the states q0, q1, q2, and q3 in this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': 'q0'}}
Accuracy;4;can you tell me which states are present in this automaton starting from q0?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;2;False;{'user_input': 'can you tell me which states are present in this automaton starting from q0?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Accuracy;4;can you explain this of this finite state automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.9;2;False;{'user_input': 'can you explain this of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {}}
Accuracy;4;Can you tell me which transitions start from state q0 in this automaton?;the transition is not defined.;[];0.0;3;False;{'user_input': 'Can you tell me which transitions start from state q0 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', '?', '?']]}}
Accuracy;4;what is the transition that starts from this?;MUTATION The state q0 exists.;['simbolo-q0'];0.0;4;True;{'user_input': 'what is the transition that starts from this?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q0']}, '_raw_frame': {'transitions': []}}
Accuracy;4;what is the output of this automaton for the input string 11000?;Could you be more specific?;[];0.0;5;False;{'user_input': 'what is the output of this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;4;what is the language recognized by this automaton when the input is 11000?;Could you be more specific?;[];0.0;6;False;{'user_input': 'what is the language recognized by this automaton when the input is 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;4;what is the transition sequence followed by the automaton when it processes the input 11000?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;6;False;{'user_input': 'what is the transition sequence followed by the automaton when it processes the input 11000?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;4;after processing the input string 11000 with this automaton, what is the resulting language?;Could you be more specific?;[];0.0;7;False;{'user_input': 'after processing the input string 11000 with this automaton, what is the resulting language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000', 'automaton': 'automaton1', 'finalStates': 'F', 'transitions': []}}
Accuracy;4;Actually, the language recognized by automaton1 for the input 11000 is different from what I said before: can you help me understand what language this automaton1 accepts for the input string 11000, considering that q0 is the only final state F and the transitions are the ones shown?;Could you be more specific?;[];0.1;8;False;{'user_input': 'Actually, the language recognized by automaton1 for the input 11000 is different from what I said before: can you help me understand what language this automaton1 accepts for the input string 11000, considering that q0 is the only final state F and the transitions are the ones shown?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}}
Accuracy;4;The string 11000 is not in the language accepted by automaton1 with final state set F and no transitions specified.;Could you be more specific?;[];0.1;9;False;{'user_input': 'The string 11000 is not in the language accepted by automaton1 with final state set F and no transitions specified.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;4;what is the language accepted by this non-deterministic finite state automaton?;Could you be more specific?;[];0.1;10;False;{'user_input': 'what is the language accepted by this non-deterministic finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'automaton': '?', 'language': '?'}}
Accuracy;4;Which language is recognized by this automaton when the computation ends in state q1?;Could you be more specific?;[];0.0;11;False;{'user_input': 'Which language is recognized by this automaton when the computation ends in state q1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': 'q1'}}
Accuracy;4;what is the language recognized by the automaton with transitions [“q1”, “q2”, “?”]?;Could you be more specific?;[];0.2;12;False;{'user_input': 'what is the language recognized by the automaton with transitions [“q1”, “q2”, “?”]?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}}
Accuracy;5;What is the difference between a deterministic finite automaton and a nondeterministic one?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.0;1;False;{'user_input': 'What is the difference between a deterministic finite automaton and a nondeterministic one?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Accuracy;5;For which input strings is this automaton defined?;Could you be more specific?;[];0.0;2;False;{'user_input': 'For which input strings is this automaton defined?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Accuracy;5;What is the optimal spatial representation of the language recognized by this finite state automaton?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the optimal spatial representation of the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}}
Accuracy;5;what is the optimal spatial representation of the states in this automaton?;Could you be more specific?;[];0.1;4;False;{'user_input': 'what is the optimal spatial representation of the states in this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}}
Accuracy;5;does this automaton accept the pattern 11000?;Could you be more specific?;[];0.0;5;False;{'user_input': 'does this automaton accept the pattern 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'pattern': '11000'}}
Accuracy;5;what are the transitions of this finite state automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;5;False;{'user_input': 'what are the transitions of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
Accuracy;5;I’m saying goodbye now, but before I go, could you tell me what language is recognized by this automaton for the input pattern 11000?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;5;False;{'user_input': 'I’m saying goodbye now, but before I go, could you tell me what language is recognized by this automaton for the input pattern 11000?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}}
Accuracy;5;What is the language accepted by this automaton for the input pattern 11000?;Could you be more specific?;[];0.0;6;False;{'user_input': 'What is the language accepted by this automaton for the input pattern 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;5;what is the language accepted by this automaton for the input string 11000?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what is the language accepted by this automaton for the input string 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;5;set the question about the language recognized by this automaton when the input is 11000.;Could you be more specific?;[];0.1;8;False;{'user_input': 'set the question about the language recognized by this automaton when the input is 11000.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;5;For this automaton, what is the language accepted when the input is 11000?;Could you be more specific?;[];0.0;9;False;{'user_input': 'For this automaton, what is the language accepted when the input is 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;5;what is the language accepted by this automaton for the input 11000?;Could you be more specific?;[];0.0;10;False;{'user_input': 'what is the language accepted by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;5;What is the language recognized by this finite state automaton over the alphabet [“1”, “0”]?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the language recognized by this finite state automaton over the alphabet [“1”, “0”]?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': ['1', '0']}}
Accuracy;5;which state does the automaton reach after reading the alphabet {1, 0}?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;12;False;{'user_input': 'which state does the automaton reach after reading the alphabet {1, 0}?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Accuracy;5;there are 5 states in this automaton: q0, q1, q2, q3, and q4.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];1.0;12;False;{'user_input': 'there are 5 states in this automaton: q0, q1, q2, q3, and q4.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': 'q0'}}
Relevancy;1;Can the automaton ever reach state q4 when the input string contains only 1s?;Could you be more specific?;[];0.1;1;False;{'user_input': 'Can the automaton ever reach state q4 when the input string contains only 1s?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '1'}}
Relevancy;1;I’m done with the exercise, so I’ll say goodbye: for the input string 1, what language does this automaton recognize?;Could you be more specific?;[];0.2;2;False;{'user_input': 'I’m done with the exercise, so I’ll say goodbye: for the input string 1, what language does this automaton recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '1'}}
Relevancy;1;what is the optimal spatial representation of the language recognized by this finite state automaton?;Could you be more specific?;[];0.2;3;False;{'user_input': 'what is the optimal spatial representation of the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}}
Relevancy;1;If I give the automaton the input string “1”, what happens?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;4;False;{'user_input': 'If I give the automaton the input string “1”, what happens?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '1'}}
Relevancy;1;What is the language recognized by this finite state automaton?;Could you be more specific?;[];0.1;5;False;{'user_input': 'What is the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;Given this automaton, what state will it end in for the input string “11000”?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;6;False;{'user_input': 'Given this automaton, what state will it end in for the input string “11000”?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;1;what input string should i give to this automaton to follow the transition sequence q0 → q1 → q2 → q3 → q4 → q0?;Could you be more specific?;[];0.1;7;False;{'user_input': 'what input string should i give to this automaton to follow the transition sequence q0 → q1 → q2 → q3 → q4 → q0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;please tell me what is the language accepted by an automaton that has only 2 states.;Could you be more specific?;[];0.2;8;False;{'user_input': 'please tell me what is the language accepted by an automaton that has only 2 states.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'numberOfStates': '2'}}
Relevancy;1;Which language is recognized by this automaton for an input string that does not match the pattern shown in the diagram?;Could you be more specific?;[];0.1;9;False;{'user_input': 'Which language is recognized by this automaton for an input string that does not match the pattern shown in the diagram?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;what is the language recognized by this automaton for the input string?;Could you be more specific?;[];0.1;10;False;{'user_input': 'what is the language recognized by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;1;what is the language recognized by this automaton starting from which state?;Could you be more specific?;[];0.1;11;False;{'user_input': 'what is the language recognized by this automaton starting from which state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}}
Relevancy;1;What is the language recognized by the automaton with transitions [“Q1”, “?”, “?”]?;Could you be more specific?;[];0.2;12;False;{'user_input': 'What is the language recognized by the automaton with transitions [“Q1”, “?”, “?”]?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Relevancy;1;what is the initial state of this automaton?;The initial state is q0.;['simbolo-q0'];1.0;12;False;{'user_input': 'what is the initial state of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}}
Relevancy;1;what is the language accepted by this automaton if the initial state is unknown?;Could you be more specific?;[];0.1;13;False;{'user_input': 'what is the language accepted by this automaton if the initial state is unknown?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}}
Relevancy;1;what language does this automaton accept for the input alphabet [0,1]?;Could you be more specific?;[];0.1;14;False;{'user_input': 'what language does this automaton accept for the input alphabet [0,1]?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': ['0', '1']}}
Relevancy;2;Is there any transition leaving state q2 on input 1 in this diagram?;the transition is not defined.;[];1.0;0;False;{'user_input': 'Is there any transition leaving state q2 on input 1 in this diagram?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', '?', '1']]}}
Relevancy;2;which regular language is recognized by this automaton given its transitions?;Could you be more specific?;[];0.1;1;False;{'user_input': 'which regular language is recognized by this automaton given its transitions?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': 'transitions'}}
Relevancy;2;What is the language accepted by this finite state automaton?;Could you be more specific?;[];0.1;2;False;{'user_input': 'What is the language accepted by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;2;Given the automaton shown, what is the resulting state after processing the input string “11000”?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.2;3;False;{'user_input': 'Given the automaton shown, what is the resulting state after processing the input string “11000”?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Relevancy;2;What is the language recognized by this automaton for an input string?;Could you be more specific?;[];0.1;4;False;{'user_input': 'What is the language recognized by this automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;2;hello! for this automaton, could you help me with a practical question about its language and tell me what input strings it accepts?;Could you be more specific?;[];0.2;5;False;{'user_input': 'hello! for this automaton, could you help me with a practical question about its language and tell me what input strings it accepts?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
Relevancy;2;for which input strings does the language of this automaton accept?;Could you be more specific?;[];0.1;6;False;{'user_input': 'for which input strings does the language of this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}}
