METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;4;what type of automaton is this?;The automaton has 5 states and 5 transitions.;[];[0.1, 0.2, 0.1, 1.0];0.1;2;False;{'user_input': 'what type of automaton is this?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;what is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;3;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;4;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the alphabet of the automaton starting from this?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;5;False;{'user_input': 'what is the alphabet of the automaton starting from this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the anti-clockwise alphabet pattern used by this automaton?;Could you be more specific?;[];[0.1, 0.2, 0.1, 1.0];0.1;6;False;{'user_input': 'What is the anti-clockwise alphabet pattern used by this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabetPattern': 'antiClockwise'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;4;Hello, could you tell me which states are present in the alphabet, for example including state q3, for this finite state automaton?;Could you be more specific?;[];[0.1, 0.1, 0.1, 1.0];0.1;7;False;{'user_input': 'Hello, could you tell me which states are present in the alphabet, for example including state q3, for this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;4;what is the alphabet of the automaton in this?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;8;False;{'user_input': 'what is the alphabet of the automaton in this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this deterministic automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;9;False;{'user_input': 'What is the alphabet of this deterministic automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the alphabet of this finite state automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;10;False;{'user_input': 'what is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet used by the transitions of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;11;False;{'user_input': 'What is the alphabet used by the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;12;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;13;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;14;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;15;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;If I start from q0 and read the input 11000, in which state do I end up?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.2, 0.6, 0.5, 1.0];0.2;1;True;{'user_input': 'If I start from q0 and read the input 11000, in which state do I end up?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.2, 0.6, 0.5, 1.0]
Accuracy;5;which state in this automaton has the most transitions, is it q3?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.1, 0.3, 0.2, 1.0];0.1;2;True;{'user_input': 'which state in this automaton has the most transitions, is it q3?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'states': '?'}};[0.1, 0.3, 0.2, 1.0]
Accuracy;5;what is the optimal spatial representation of this automaton’s states?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.1, 0.2, 0.2, 1.0];0.1;3;True;{'user_input': 'what is the optimal spatial representation of this automaton’s states?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'optimalSpatialRepresentation': '?'}};[0.1, 0.2, 0.2, 1.0]
Accuracy;5;what is this and what comes after it?;Could you be more specific?;[];[0.1, 0.1, 0.1, 1.0];0.1;4;False;{'user_input': 'what is this and what comes after it?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'input': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;5;hello, could you tell me what this is in this automaton?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];[0.95, 0.9, 1.0, 0.9];0.95;4;False;{'user_input': 'hello, could you tell me what this is in this automaton?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {}};[0.95, 0.9, 1.0, 0.9]
Accuracy;5;"the language of the automaton includes all strings that contain this; in this automaton the transition from q1 to q2 occurs with input symbol 1.";The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];[1.0, 1.0, 1.0, 1.0];1.0;4;False;"{'user_input': 'the language of the automaton includes all strings that contain this; in this automaton the transition from q1 to q2 occurs with input symbol 1.', 'intent': None, 'argument': None, 'dialogue_act': None, 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {}}";[1.0, 1.0, 1.0, 1.0]
Accuracy;5;thank you! in this automaton’s language, what is the missing input symbol for this?;Could you be more specific?;[];[0.1, 0.2, 0.1, 1.0];0.1;5;False;{'user_input': 'thank you! in this automaton’s language, what is the missing input symbol for this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;Can you tell me what symbol labels the transition from state q1 to state q2 in this automaton?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.0, 0.2, 0.0, 0.2];0.0;6;False;{'user_input': 'Can you tell me what symbol labels the transition from state q1 to state q2 in this automaton?', 'intent': None, 'argument': None, 'dialogue_act': None, 'frame': {}};[0.0, 0.2, 0.0, 0.2]
Accuracy;5;how many transitions are there in the automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;6;False;{'user_input': 'how many transitions are there in the automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;Ok, I accept your turn.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];[0.9, 0.9, 0.5, 1.0];0.9;6;False;{'user_input': 'Ok, I accept your turn.', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}};[0.9, 0.9, 0.5, 1.0]
Accuracy;5;The language recognized by this deterministic automaton is regular.;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;7;False;{'user_input': 'The language recognized by this deterministic automaton is regular.', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': 'language'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;for the automaton shown, what is the language accepted for the input string?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;8;False;{'user_input': 'for the automaton shown, what is the language accepted for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '0', 'input': 'input'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;does this automaton recognize a non-regular language?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;9;False;{'user_input': 'does this automaton recognize a non-regular language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is an input string that this automaton accepts?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;10;False;{'user_input': 'what is an input string that this automaton accepts?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the input string that this automaton processes?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;11;False;{'user_input': 'What is the input string that this automaton processes?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
