TEST_CASE_NUMBER;TEST CASE;FOLLOW UP;TEST CASE TEXT;TEST CASE MULTI;FOLLOW UP TEXT;FOLLOW UP MULTI;COMPARE TEXT;COMPARE MULTI
25;Does it have 5 states then ;Does it have 5 states then;The automaton has 4 states: q0, q1, q2 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];The automaton has 4 states: q0, q1, q2 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
26;How many states are there ;How many states are there;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
26;How many states are there ;There are how many states;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
27;Give me a list of the arcs ;A list of the arcs, give me;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
27;Give me a list of the arcs ;Give me a list of the arcs;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
28;Is there an arc from q0 to q1 ;From q0 to q1, is there an arc;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True
28;Is there an arc from q0 to q1 ;Is there an arc from q0 to q1;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True
29;What is the shape of the arcs ;The shape of the arcs, what is;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
29;What is the shape of the arcs ;What is the shape of the arcs;there is no transition between q0 and q0.;[];The automaton has 4 states: q0, q1, q2 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];False;False
30;Is there an arc from q0 to q2 q3 or q4 ;From q0 to q2 q3 or q4, is there an arc;there is no transition between q0 and q2.;[];there is no transition between q0 and q2.;[];True;True
30;Is there an arc from q0 to q2 q3 or q4 ;Is there an arc from q0 to q2 q3 or q4;there is no transition between q0 and q2.;[];there is no transition between q0 and q2.;[];True;True
31;Which are the transitions from q1 ;From q1, which are the transitions;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
31;Which are the transitions from q1 ;Which are the transitions from q1;there is no transition between q0 and q0.;[];the transition is not defined.;[];False;True
32;Which are the transitions from q2 ;From q2, which are the transitions;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
32;Which are the transitions from q2 ;Which are the transitions from q2;there is no transition between q0 and q0.;[];the transition is not defined.;[];False;True
33;Which are the transitions from q3 ;From q3, which are the transitions;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
33;Which are the transitions from q3 ;Which are the transitions from q3;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
34;Which are the transitions from q4 ;From q4, which are the transitions;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
34;Which are the transitions from q4 ;Which are the transitions from q4;the transition is not defined.;[];the transition is not defined.;[];True;True
35;What is the purpose of the automaton ;The purpose of the automaton, what is;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
35;What is the purpose of the automaton ;What is the purpose of the automaton;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
36;What happens when a 0 comes to state q1 ;When a 0 comes to state q1, what happens;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];the transition is not defined.;[];False;False
36;What happens when a 0 comes to state q1 ;What happens when a 0 comes to state q1;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];True;True
37;How many states do you have ;States, how many do you have;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
37;How many states do you have ;How many states do you have;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
38;how are your states linked together ;Your states, how are they linked together;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
38;how are your states linked together ;How are your states linked together;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
39;is q0 linked to q0 ;To q0, is q0 linked;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
39;is q0 linked to q0 ;Is q0 linked to q0;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
40;is q1 linked to q4 ;To q4, is q1 linked;there is no transition between q1 and q4.;[];there is no transition between q4 and q1.;[];False;True
40;is q1 linked to q4 ;Is q1 linked to q4;there is no transition between q1 and q4.;[];there is no transition between q1 and q4.;[];True;True
41;what are the transitions from q4 ;From q4, what are the transitions;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
41;what are the transitions from q4 ;What are the transitions from q4;the transition is not defined.;[];the transition is not defined.;[];True;True
42;what are the links of q4 ;The links of q4, what are;the transition is not defined.;[];the transition is not defined.;[];True;True
42;what are the links of q4 ;What are the links of q4;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
43;what are the transitions from q4 ;From q4, what are the transitions;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
43;what are the transitions from q4 ;What are the transitions from q4;the transition is not defined.;[];the transition is not defined.;[];True;True
44;is q4 linked to q0 ;To q0, is q4 linked;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
44;is q4 linked to q0 ;Is q4 linked to q0;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
45;can you describe me the automaton ;The automaton, can you describe me;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];Potresti essere più specifico?;[];False;True
45;can you describe me the automaton ;Can you describe me the automaton;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
46;Could you briefly describe the automaton ;The automaton, could you briefly describe;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
46;Could you briefly describe the automaton ;Could you briefly describe the automaton;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
47;How many states are there ;How many states are there;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
47;How many states are there ;There are how many states;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
48;Is there an arc from q0 to q1 ;From q0 to q1, is there an arc;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True
48;Is there an arc from q0 to q1 ;Is there an arc from q0 to q1;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True
49;Is there an arc from q1 to q2 ;From q1 to q2, is there an arc;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];True;True
49;Is there an arc from q1 to q2 ;Is there an arc from q1 to q2;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];True;True
50;What are the states connected to q0 ;Connected to q0, what are the states;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
50;What are the states connected to q0 ;What are the states connected to q0;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The automaton has 4 states: q0, q1, q2 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];False;False
51;Is there an arc from q2 to q3 ;From q2 to q3, is there an arc;The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];there is no transition between q0 and q0.;[];False;False
51;Is there an arc from q2 to q3 ;Is there an arc from q2 to q3;The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];True;True
52;Is there an arc from q3 to q4 ;From q3 to q4, is there an arc;The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];True;True
52;Is there an arc from q3 to q4 ;Is there an arc from q3 to q4;The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];True;True
53;Is there an arc from q4 to q0 ;From q4 to q0, is there an arc;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
53;Is there an arc from q4 to q0 ;Is there an arc from q4 to q0;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
54;Is there an arc from q4 ;From q4, is there an arc;the transition is not defined.;[];the transition is not defined.;[];True;True
54;Is there an arc from q4 ;Is there an arc from q4;the transition is not defined.;[];the transition is not defined.;[];True;True
55;Is there an arc from q0 ;From q0, is there an arc;the transition is not defined.;[];the transition is not defined.;[];True;True
55;Is there an arc from q0 ;Is there an arc from q0;the transition is not defined.;[];the transition is not defined.;[];True;True
56;Is there an arc from q1 ;From q1, is there an arc;the transition is not defined.;[];the transition is not defined.;[];True;True
56;Is there an arc from q1 ;Is there an arc from q1;the transition is not defined.;[];the transition is not defined.;[];True;True
57;Is there an arc from q2 ;From q2, is there an arc;the transition is not defined.;[];the transition is not defined.;[];True;True
57;Is there an arc from q2 ;Is there an arc from q2;the transition is not defined.;[];the transition is not defined.;[];True;True
58;Is there an arc from q3 ;From q3, is there an arc;the transition is not defined.;[];the transition is not defined.;[];True;True
58;Is there an arc from q3 ;Is there an arc from q3;the transition is not defined.;[];the transition is not defined.;[];True;True
59;How many states does the automaton have ;The automaton, how many states does it have;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
59;How many states does the automaton have ;How many states does the automaton have;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
60;Are there any loops ;Loops, are there any;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
60;Are there any loops ;Are there any loops;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
