TEST_CASE_NUMBER;TEST CASE;FOLLOW UP;TEST CASE TEXT;TEST CASE MULTI;FOLLOW UP TEXT;FOLLOW UP MULTI;COMPARE TEXT;COMPARE MULTI
3;There is a transition between q2 and q0 ;Uhm there uhm is eh a transition mmm between uhm q2 uhm and eh q0 ;there is no transition between q2 and q0.;[];there is no transition between q2 and q0.;[];True;True
3;There is a transition between q2 and q0 ;Uhm there eh is mmm a mmm transition eh between uhm q2 eh and mmm q0 ;there is no transition between q2 and q0.;[];there is no transition between q2 and q0.;[];True;True
4;There is a transition between q5 and q7 ;There eh is a transition between q5 and q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;There is a transition between eh q5 and mmm q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;There uhm is mmm a transition between mmm q5 and q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;There eh is eh a transition mmm between q5 eh and q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;Mmm there eh is a uhm transition uhm between q5 mmm and q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;Uhm there eh is eh a transition between eh q5 uhm and mmm q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;Mmm there mmm is mmm a uhm transition mmm between q5 mmm and mmm q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
4;There is a transition between q5 and q7 ;Eh there uhm is mmm a eh transition uhm between eh q5 uhm and uhm q7 ;the transition is not defined.;[];the transition is not defined.;[];True;True
5;Describe it please ;Eh describe it please ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
5;Describe it please ;Uhm describe eh it please ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
5;Describe it please ;Eh describe eh it uhm please ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
6;How many transitions does the automaton contain ;How many transitions does mmm the automaton contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
6;How many transitions does the automaton contain ;Uhm how mmm many transitions does the automaton contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
6;How many transitions does the automaton contain ;How uhm many transitions does uhm the eh automaton contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
6;How many transitions does the automaton contain ;How uhm many uhm transitions does eh the automaton uhm contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
6;How many transitions does the automaton contain ;Eh how eh many uhm transitions eh does the uhm automaton contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
6;How many transitions does the automaton contain ;Uhm how many uhm transitions mmm does uhm the eh automaton uhm contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
6;How many transitions does the automaton contain ;Uhm how uhm many eh transitions eh does uhm the mmm automaton eh contain ;The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
7;there is a particular pattern among them ;There is a particular pattern uhm among them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
7;there is a particular pattern among them ;There is a eh particular uhm pattern among them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
7;there is a particular pattern among them ;There eh is a particular eh pattern among eh them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
7;there is a particular pattern among them ;Uhm there is mmm a particular eh pattern eh among them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
7;there is a particular pattern among them ;Mmm there uhm is uhm a particular mmm pattern among uhm them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
7;there is a particular pattern among them ;Eh there mmm is eh a particular uhm pattern uhm among mmm them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
7;there is a particular pattern among them ;Uhm there mmm is eh a uhm particular mmm pattern uhm among uhm them ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
8;What is the alphabet ;What mmm is the alphabet ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
8;What is the alphabet ;Uhm what is the mmm alphabet ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
8;What is the alphabet ;Uhm what eh is eh the alphabet ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
8;What is the alphabet ;Eh what mmm is mmm the eh alphabet ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
9;What are the transitions ;What mmm are the transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
9;What are the transitions ;What eh are the mmm transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
9;What are the transitions ;Eh what uhm are eh the transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
9;What are the transitions ;Uhm what uhm are eh the eh transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
10;What are the states ;What are the eh states ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
10;What are the states ;What are eh the uhm states ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
10;What are the states ;Uhm what are uhm the eh states ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
10;What are the states ;Mmm what mmm are uhm the mmm states ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
11;What is q1 ;What is eh q1 ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
11;What is q1 ;What mmm is uhm q1 ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
11;What is q1 ;Uhm what eh is uhm q1 ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
12;how many states and edges ;Eh how many states and edges ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
12;how many states and edges ;Uhm how many eh states and edges ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
12;how many states and edges ;How mmm many states mmm and uhm edges ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
12;how many states and edges ;Mmm how many mmm states mmm and uhm edges ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
12;how many states and edges ;Uhm how mmm many mmm states uhm and eh edges ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True
13;is it directed ;Mmm is it directed ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
13;is it directed ;Uhm is it eh directed ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
13;is it directed ;Uhm is eh it eh directed ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
14;How is the automaton represented ;How is mmm the automaton represented ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
14;How is the automaton represented ;How uhm is eh the automaton represented ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
14;How is the automaton represented ;Eh how is mmm the uhm automaton represented ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
14;How is the automaton represented ;How eh is mmm the eh automaton mmm represented ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
14;How is the automaton represented ;Mmm how eh is uhm the mmm automaton uhm represented ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
15;has it cycles ;Eh has it cycles ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
15;has it cycles ;Eh has it eh cycles ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
15;has it cycles ;Uhm has mmm it uhm cycles ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
16;Describe the automaton ;Eh describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
16;Describe the automaton ;Eh describe uhm the automaton ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
16;Describe the automaton ;Mmm describe eh the uhm automaton ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;The automaton accepts a language allowing words made mmm of an odd number of 0s and 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;The automaton accepts a mmm language allowing words made of an odd number mmm of 0s and 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Uhm the automaton accepts a language allowing uhm words made of an odd number mmm of 0s and 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;The automaton accepts a uhm language uhm allowing words mmm made of an odd number of 0s and eh 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Uhm the eh automaton accepts eh a language uhm allowing words made of an odd eh number of 0s and 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Mmm the eh automaton accepts uhm a eh language allowing words made mmm of an odd number of 0s eh and 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Mmm the mmm automaton uhm accepts a uhm language allowing words made of uhm an odd number mmm of uhm 0s and 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;The automaton eh accepts a language mmm allowing uhm words uhm made of an mmm odd uhm number of uhm 0s and uhm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Mmm the mmm automaton mmm accepts mmm a language uhm allowing mmm words made mmm of an odd number uhm of 0s mmm and 1s ;Potresti essere più specifico?;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];False;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;The mmm automaton eh accepts eh a language eh allowing uhm words made uhm of an mmm odd number of uhm 0s uhm and mmm 1s ;Potresti essere più specifico?;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];False;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Uhm the automaton uhm accepts a language mmm allowing mmm words uhm made eh of eh an eh odd number uhm of eh 0s and mmm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Mmm the eh automaton uhm accepts eh a uhm language uhm allowing words made mmm of uhm an odd eh number eh of mmm 0s and uhm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Uhm the uhm automaton uhm accepts a language uhm allowing words eh made uhm of uhm an eh odd uhm number eh of mmm 0s mmm and mmm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Eh the eh automaton mmm accepts a mmm language uhm allowing uhm words uhm made mmm of mmm an uhm odd mmm number mmm of 0s uhm and uhm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Mmm the automaton uhm accepts mmm a eh language mmm allowing mmm words eh made uhm of mmm an uhm odd eh number eh of mmm 0s uhm and uhm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
17;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;Mmm the mmm automaton uhm accepts eh a mmm language uhm allowing mmm words eh made eh of mmm an uhm odd mmm number eh of mmm 0s mmm and uhm 1s ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Is it possible repetitive mmm pattern in the transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Is it possible repetitive pattern mmm in eh the transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Eh is it possible repetitive eh pattern in mmm the transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Is eh it possible eh repetitive eh pattern in the mmm transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Is it mmm possible repetitive uhm pattern uhm in eh the eh transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Uhm is eh it possible eh repetitive eh pattern mmm in the mmm transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Mmm is it eh possible mmm repetitive uhm pattern uhm in uhm the mmm transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
18;is it possible repetitive pattern in the transactions ;Uhm is eh it mmm possible uhm repetitive eh pattern eh in eh the mmm transactions ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;If q2 is the final state the mmm language accepted by the automaton is the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;If q2 is the final state uhm the language accepted by the automaton is the mmm same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;If eh q2 is the final eh state the language accepted by the automaton uhm is the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
19;If q2 is the final state the language accepted by the automaton is the same ;If mmm q2 eh is the final mmm state the language accepted eh by the automaton is the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;If uhm q2 is the final uhm state the eh language mmm accepted by the automaton eh is the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;Uhm if q2 is eh the final state eh the mmm language uhm accepted by mmm the automaton is the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
19;If q2 is the final state the language accepted by the automaton is the same ;Uhm if q2 uhm is uhm the final mmm state the language accepted by the uhm automaton eh is uhm the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;If q2 eh is eh the eh final state eh the language mmm accepted eh by the eh automaton eh is the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];True;True
19;If q2 is the final state the language accepted by the automaton is the same ;If uhm q2 mmm is uhm the final uhm state mmm the language accepted by the uhm automaton uhm is mmm the eh same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
19;If q2 is the final state the language accepted by the automaton is the same ;Eh if uhm q2 eh is mmm the eh final state eh the language accepted mmm by the eh automaton eh is the eh same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
19;If q2 is the final state the language accepted by the automaton is the same ;Mmm if mmm q2 uhm is eh the mmm final eh state the eh language accepted uhm by eh the eh automaton is uhm the same ;The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];False;False
