TEST_CASE_NUMBER;TEST CASE;FOLLOW UP;TEST CASE TEXT;TEST CASE MULTI;FOLLOW UP TEXT;FOLLOW UP MULTI;COMPARE TEXT;COMPARE MULTI;20-10/246
41;what are the transitions from q4 ;what are the transitions from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
42;what are the links of q4 ;what are the links of q4 ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
43;what are the transitions from q4 ;what are the transitions from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
44;is q4 linked to q0 ;is q4 linked to q0 ;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 5.;[('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
45;can you describe me the automaton ;can you describe me the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
46;Could you briefly describe the automaton ;Could you briefly describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
48;Is there an arc from q0 to q1 ;Is there an arc from q0 to q1 ;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True
49;Is there an arc from q1 to q2 ;Is there an arc from q1 to q2 ;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];The transition between q1 and q2 is with value 2.;[('simbolo-q1-q2', '#04ed00', 'stroke')];False;True
50;What are the states connected to q0 ;What are the states connected to q0 ;The automaton has 5 states: q0, q1, q2, q3 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q3', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];False;False
51;Is there an arc from q2 to q3 ;Is there an arc from q2 to q3 ;The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];The transition between q2 and q3 is with value 3.;[('simbolo-q2-q3', '#04ed00', 'stroke')];False;True
52;Is there an arc from q3 to q4 ;Is there an arc from q3 to q4 ;The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];The transition between q3 and q4 is with value 4.;[('simbolo-q3-q4', '#04ed00', 'stroke')];False;True
53;Is there an arc from q4 to q0 ;Is there an arc from q4 to q0 ;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 5.;[('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
54;Is there an arc from q4 ;Is there an arc from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
55;Is there an arc from q0 ;Is there an arc from q0 ;the transition is not defined.;[];the transition is not defined.;[];True;True
56;Is there an arc from q1 ;Is there an arc from q1 ;the transition is not defined.;[];the transition is not defined.;[];True;True
57;Is there an arc from q2 ;Is there an arc from q2 ;the transition is not defined.;[];the transition is not defined.;[];True;True
58;Is there an arc from q3 ;Is there an arc from q3 ;the transition is not defined.;[];the transition is not defined.;[];True;True
61;What transitions enter and exit q0 ;What transitions enter and exit q0 ;the transition is not defined.;[];the transition is not defined.;[];True;True
62;What transitions enter and exit q1 ;What transitions enter and exit q1 ;the transition is not defined.;[];the transition is not defined.;[];True;True
63;What transitions enter and exit q2 ;What transitions enter and exit q2 ;the transition is not defined.;[];the transition is not defined.;[];True;True
64;What transitions enter and exit q4 ;What transitions enter and exit q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
65;What transitions enter and exit q3 ;What transitions enter and exit q3 ;the transition is not defined.;[];the transition is not defined.;[];True;True
66;What does the automaton recognize ;What does the automaton recognize ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
67;What is the accepted language ;What is the accepted language ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
69;How many transitions are there ;How many transitions are there ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
74;Please describe the automaton ;Please describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
75;Can you provide a representation of the automaton ;Can you provide a representation of the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
76;Describe graphically automaton ;Describe graphically automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
77;Give me some examples of inputs and output ;Give me some examples of inputs and output ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
78;Can you provide me some examples of inputs ;Can you provide me some examples of inputs ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
80;Can you describe the input and the output ;Can you describe the input and the output ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
81;Can you describe the transition function ;Can you describe the transition function ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
83;Talk me about transitions ;Talk me about transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
84;What is the accepted language ;What is the accepted language ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
91;what are the input symbols ;what are the input symbols ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
92;can you describe the automaton ;can you describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
93;How is the automaton represented ;How is the automaton represented ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
94;How are transitions defined ;How are transitions defined ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
95;can you deescribe the transitions ;can you deescribe the transitions ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
96;can you describe the transitions ;can you describe the transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
97;if the input is 11100 which is the result ;if the input is 11100 which is the result ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
98;if the input is 110 which is the result ;if the input is 110 which is the result ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
99;Can you describe the automaton ;Can you describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
100;What are the accepted inputs ;What are the accepted inputs ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
101;What is the accepted language ;What is the accepted language ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
102;Is 11100 part of the accepted language ;Is 11100 part of the accepted language ;Potresti essere più specifico?;[];Potresti essere più specifico?;[];True;True
103;How many transitions are there in the automaton ;How many transitions are there in the automaton ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
105;Is there a transition from q0 to q5 ;Is there a transition from q0 to q5 ;the transition is not defined.;[];the transition is not defined.;[];True;True
107;Please describe the transitions ;Please describe the transitions ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
110;How many transitions does the automata have ;How many transitions does the automata have ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
111;Show me the transitions of the automaton ;Show me the transitions of the automaton ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];there is no transition between q0 and q0.;[];False;False
112;What transitions does the automaton have ;What transitions does the automaton have ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
113;Describe the automaton ;Describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
114;briefly describe the automaton ;briefly describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
115;briefly describe the automaton ;briefly describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
117;how many arcs there are ;how many arcs there are ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
119;are there arcs between q2 and q0 ;are there arcs between q2 and q0 ;there is no transition between q2 and q0.;[];there is no transition between q2 and q0.;[];True;True
120;are there arcs from q4 ;are there arcs from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
121;are there arcs from q4 ;are there arcs from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
130;How many transitions are there ;How many transitions are there ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 2 va in q2, q2 con valore 3 va in q3, q3 con valore 4 va in q4, q4 con valore 5 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;True
132;Is there a transition from q0 to q5 ;Is there a transition from q0 to q5 ;the transition is not defined.;[];the transition is not defined.;[];True;True
134;briefly describe you the automaton ;briefly describe you the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 12345. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 2 goes goes q2, q2 with value 3 goes goes q3, q3 with value 4 goes goes q4, q4 with value 5 goes to q0.;[];False;True
