TEST_CASE_NUMBER;TEST CASE;FOLLOW UP;TEST CASE TEXT;TEST CASE MULTI;FOLLOW UP TEXT;FOLLOW UP MULTI;COMPARE TEXT;COMPARE MULTI;18-13/190
69;How many transitions are there ;How many transitions are there ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
74;Please describe the automaton ;Please describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
75;Can you provide a representation of the automaton ;Can you provide a representation of the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
76;Describe graphically automaton ;Describe graphically automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
83;Talk me about transitions ;Talk me about transitions ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
92;can you describe the automaton ;can you describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
93;How is the automaton represented ;How is the automaton represented ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
94;How are transitions defined ;How are transitions defined ;there is no transition between q0 and q0.;[];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;False
95;can you deescribe the transitions ;can you deescribe the transitions ;there is no transition between q0 and q0.;[];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;False
96;can you describe the transitions ;can you describe the transitions ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
99;Can you describe the automaton ;Can you describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
103;How many transitions are there in the automaton ;How many transitions are there in the automaton ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
105;Is there a transition from q0 to q5 ;Is there a transition from q0 to q5 ;the transition is not defined.;[];there is no transition between q0 and q5.;[];False;True
107;Please describe the transitions ;Please describe the transitions ;there is no transition between q0 and q0.;[];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];False;False
110;How many transitions does the automata have ;How many transitions does the automata have ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
111;Show me the transitions of the automaton ;Show me the transitions of the automaton ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];there is no transition between q0 and q0.;[];False;False
112;What transitions does the automaton have ;What transitions does the automaton have ;there is no transition between q0 and q0.;[];there is no transition between q0 and q0.;[];True;True
113;Describe the automaton ;Describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
114;briefly describe the automaton ;briefly describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
115;briefly describe the automaton ;briefly describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
117;how many arcs there are ;how many arcs there are ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
119;are there arcs between q2 and q0 ;are there arcs between q2 and q0 ;there is no transition between q2 and q0.;[];there is no transition between q2 and q0.;[];True;True
120;are there arcs from q4 ;are there arcs from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
121;are there arcs from q4 ;are there arcs from q4 ;the transition is not defined.;[];the transition is not defined.;[];True;True
130;How many transitions are there ;How many transitions are there ;The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton has 5 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q2 con valore 0 va in q3, q3 con valore 0 va in q4, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q2-q3', '#04ed00', 'stroke'), ('simbolo-q3-q4', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];True;True
132;Is there a transition from q0 to q5 ;Is there a transition from q0 to q5 ;the transition is not defined.;[];there is no transition between q0 and q5.;[];False;True
134;briefly describe you the automaton ;briefly describe you the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
144;Describe the automaton ;Describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 6 states: q0, q1, q2, q3, q5 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q2 with value 0 goes goes q3, q3 with value 0 goes goes q4, q4 with value 0 goes to q0.;[];False;True
147;Which transitions start from q0 ;Which transitions start from q0 ;the transition is not defined.;[];the transition is not defined.;[];True;True
148;How many transitions start from q0 ;How many transitions start from q0 ;the transition is not defined.;[];there is no transition between q0 and q0.;[];False;True
149;Which transitions start from q1 ;Which transitions start from q1 ;the transition is not defined.;[];the transition is not defined.;[];True;True
