METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;1;What is the alphabet of this automaton with the anti-clockwise pattern?;Could you be more specific?;[];0.0;12;False;{'user_input': 'What is the alphabet of this automaton with the anti-clockwise pattern?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;13;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the exact transition from q1 to q2 in the picture?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the exact transition from q1 to q2 in the picture?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What is the symbol of the transition from state q1 to state q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the symbol of the transition from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What is the transition label from state q1 to state q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the transition label from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;I want to set a question about the automaton’s transitions: what is the value of the transition from state q1 to state q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'I want to set a question about the automaton’s transitions: what is the value of the transition from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;I accept the transition from q1 to q2, but what is the input symbol on that transition?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'I accept the transition from q1 to q2, but what is the input symbol on that transition?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;From state q3, what transition is defined in this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.4;0;False;{'user_input': 'From state q3, what transition is defined in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.4, 0.5, 1.0, 1.0]
Accuracy;2;what are the transitions of this automaton over the alphabet [“1”, “0”]?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;0;False;{'user_input': 'what are the transitions of this automaton over the alphabet [“1”, “0”]?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '1'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;Hello, could you please show me the transitions of this finite state automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];1.0;0;False;{'user_input': 'Hello, could you please show me the transitions of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};[1.0, 0.95, 1.0, 1.0]
Accuracy;2;can you list all the transitions of this automaton?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;0;False;{'user_input': 'can you list all the transitions of this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;Can you list all the transitions of this automaton, specifying from which state to which state they go and with which input symbol?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;0;False;{'user_input': 'Can you list all the transitions of this automaton, specifying from which state to which state they go and with which input symbol?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;"There are 7 transitions in this automaton; can you confirm this number of transitions?";The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;1;False;"{'user_input': 'There are 7 transitions in this automaton; can you confirm this number of transitions?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '7'}}";[0.0, 1.0, 0.3, 1.0]
Accuracy;2;in this automaton, theoretically speaking, how many transitions does it have in total?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;1;False;{'user_input': 'in this automaton, theoretically speaking, how many transitions does it have in total?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;"the automaton pattern on the tablet has exactly 7 transitions; can you confirm this number of transitions for the pattern?";The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;2;False;"{'user_input': 'the automaton pattern on the tablet has exactly 7 transitions; can you confirm this number of transitions for the pattern?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '7'}}";[0.0, 0.9, 0.0, 0.9]
Accuracy;2;In this finite state automaton, how many transitions are there in total?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];1.0;2;False;{'user_input': 'In this finite state automaton, how many transitions are there in total?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;hi, could you please show me the transitions of this automaton and confirm that there are 7 transitions in total?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.5;2;False;{'user_input': 'hi, could you please show me the transitions of this automaton and confirm that there are 7 transitions in total?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[0.4, 0.9, 0.4, 1.0]
Accuracy;3;If I start from q0 and read the input string 11000, do I end in a final state?;Could you be more specific?;[];0.0;1;False;{'user_input': 'If I start from q0 and read the input string 11000, do I end in a final state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;for the automaton shown, can you run the input string 11000 and tell me what happens?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.1;2;False;{'user_input': 'for the automaton shown, can you run the input string 11000 and tell me what happens?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.2, 0.3, 0.2, 0.9]
Accuracy;3;what is the language accepted by this automaton for the input 11000?;Could you be more specific?;[];0.0;3;False;{'user_input': 'what is the language accepted by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language recognized by this automaton, that is, for which inputs is the output accepted or denied?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what is the language recognized by this automaton, that is, for which inputs is the output accepted or denied?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?', 'output': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;for this finite state automaton, if i give you an input string, can you tell me whether it is accepted or rejected and what the output is?;Could you be more specific?;[];0.1;5;False;{'user_input': 'for this finite state automaton, if i give you an input string, can you tell me whether it is accepted or rejected and what the output is?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?', 'output': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;what is the language accepted by this automaton over the alphabet {1,0}?;Could you be more specific?;[];0.0;6;False;{'user_input': 'what is the language accepted by this automaton over the alphabet {1,0}?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': ['1', '0']}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;Hi, could you help me with a practical question about the language recognized by this finite state automaton over the alphabet {1, 0}?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;6;False;{'user_input': 'Hi, could you help me with a practical question about the language recognized by this finite state automaton over the alphabet {1, 0}?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '1', 'input': '0'}};[0.4, 0.9, 0.5, 1.0]
Accuracy;3;what is the language recognized by this automaton over the alphabet {1,0}?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what is the language recognized by this automaton over the alphabet {1,0}?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': ['1', '0']}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language accepted by this automaton over the alphabet {1,0}?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What is the language accepted by this automaton over the alphabet {1,0}?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;9;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of this finite state automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'What is the alphabet of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;"The automaton’s alphabet is not specified here; can you tell me what symbols form its alphabet?";Could you be more specific?;[];0.0;13;False;"{'user_input': 'The automaton’s alphabet is not specified here; can you tell me what symbols form its alphabet?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'alphabet': '?'}}";[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;14;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What kind of language does this automaton recognize, regular or context-free?;Could you be more specific?;[];0.0;1;False;{'user_input': 'What kind of language does this automaton recognize, regular or context-free?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the language recognized by this automaton for the input string?;Could you be more specific?;[];0.1;2;False;{'user_input': 'what is the language recognized by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the language accepted by this automaton for the input string “?”?;Could you be more specific?;[];0.1;3;False;{'user_input': 'What is the language accepted by this automaton for the input string “?”?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.2, 0.4, 0.2, 1.0]
Accuracy;4;i don’t understand what language this automaton recognizes given this input string.;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;3;False;{'user_input': 'i don’t understand what language this automaton recognizes given this input string.', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}};[0.9, 0.95, 1.0, 1.0]
Accuracy;4;What is the language accepted by this finite state automaton for the input string?;Could you be more specific?;[];0.1;4;False;{'user_input': 'What is the language accepted by this finite state automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'input'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the language recognized by this finite state automaton for a generic input string?;Could you be more specific?;[];0.0;5;False;{'user_input': 'what is the language recognized by this finite state automaton for a generic input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;for which input strings does this automaton accept the language?;Could you be more specific?;[];0.0;6;False;{'user_input': 'for which input strings does this automaton accept the language?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the language accepted by this automaton for the input string “11000”?;Could you be more specific?;[];0.0;7;False;{'user_input': 'What is the language accepted by this automaton for the input string “11000”?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What type of language pattern does this finite state automaton recognize?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What type of language pattern does this finite state automaton recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.2, 0.0, 1.0]
Accuracy;4;Thank you, I’ve finished practicing with the automaton. Before I go, could you tell me what type of language this automaton recognizes?;Could you be more specific?;[];0.0;9;False;{'user_input': 'Thank you, I’ve finished practicing with the automaton. Before I go, could you tell me what type of language this automaton recognizes?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'automatonType': 'unknown'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the language accepted by this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the language accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;What is the language recognized by this automaton with a pentagon graphical representation?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the language recognized by this automaton with a pentagon graphical representation?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': 'pentagon'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Can you explain, from a theoretical point of view, what is the language recognized by this pentagon-shaped finite state automaton?;Could you be more specific?;[];0.0;12;False;{'user_input': 'Can you explain, from a theoretical point of view, what is the language recognized by this pentagon-shaped finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'a', 'input': 'pentagon-shaped'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;what is the language recognized by this automaton over the alphabet a for inputs that trace a pentagon-shaped path?;Could you be more specific?;[];0.1;13;False;{'user_input': 'what is the language recognized by this automaton over the alphabet a for inputs that trace a pentagon-shaped path?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'a', 'input': 'pentagon-shaped path'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Can you tell me what language is recognized by this automaton over the alphabet {a} when the input is a pentagon-shaped path?;Could you be more specific?;[];0.1;14;False;{'user_input': 'Can you tell me what language is recognized by this automaton over the alphabet {a} when the input is a pentagon-shaped path?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '{a}', 'input': 'pentagon-shaped path'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;Is it possible for this automaton to accept any string that does not contain the substring 1100?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Is it possible for this automaton to accept any string that does not contain the substring 1100?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': 'doesNotContain'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language accepted by the automaton for this with input 1?;Could you be more specific?;[];0.0;2;False;{'user_input': 'what is the language accepted by the automaton for this with input 1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'input': '1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what is the language accepted by the automaton that has a this labeled with an unknown symbol?;Could you be more specific?;[];0.1;3;False;{'user_input': 'what is the language accepted by the automaton that has a this labeled with an unknown symbol?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;what type of language does this deterministic automaton recognize?;Could you be more specific?;[];0.0;4;False;{'user_input': 'what type of language does this deterministic automaton recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': 'type'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What is the language accepted by this finite state automaton?;Could you be more specific?;[];0.0;5;False;{'user_input': 'What is the language accepted by this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what are the transitions of this automaton for an input string?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.95;5;False;{'user_input': 'what are the transitions of this automaton for an input string?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};[1.0, 1.0, 1.0, 1.0]
Accuracy;5;What is the language accepted by this automaton for the input string?;Could you be more specific?;[];0.1;6;False;{'user_input': 'What is the language accepted by this automaton for the input string?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;5;what input strings does this automaton accept?;Could you be more specific?;[];0.0;7;False;{'user_input': 'what input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;What input strings does this automaton accept?;Could you be more specific?;[];0.0;8;False;{'user_input': 'What input strings does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;which language is recognized by the automaton starting from this?;Could you be more specific?;[];0.1;9;False;{'user_input': 'which language is recognized by the automaton starting from this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;5;what input strings does this automaton accept, given that the alphabet is unknown (?)?;Could you be more specific?;[];0.1;10;False;{'user_input': 'what input strings does this automaton accept, given that the alphabet is unknown (?)?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.1, 0.2, 0.1, 1.0]
